"new_cases" "deaths" "teryt" "date"
34 2 "t0201" "20201219"
13 1 "t0202" "20201219"
15 2 "t0203" "20201219"
5 2 "t0204" "20201219"
7 1 "t0205" "20201219"
16 3 "t0208" "20201219"
15 1 "t0215" "20201219"
37 1 "t0219" "20201219"
17 3 "t0220" "20201219"
26 1 "t0221" "20201219"
28 1 "t0223" "20201219"
9 1 "t0224" "20201219"
13 1 "t0225" "20201219"
18 1 "t0262" "20201219"
155 2 "t0264" "20201219"
39 1 "t0265" "20201219"
97 1 "t0403" "20201219"
20 1 "t0404" "20201219"
9 1 "t0405" "20201219"
28 1 "t0406" "20201219"
15 3 "t0408" "20201219"
49 1 "t0410" "20201219"
5 1 "t0411" "20201219"
8 2 "t0412" "20201219"
13 1 "t0413" "20201219"
39 2 "t0414" "20201219"
83 1 "t0415" "20201219"
31 1 "t0417" "20201219"
21 3 "t0418" "20201219"
34 1 "t0419" "20201219"
301 5 "t0461" "20201219"
61 2 "t0462" "20201219"
120 1 "t0463" "20201219"
31 4 "t0464" "20201219"
23 1 "t0601" "20201219"
8 2 "t0602" "20201219"
19 1 "t0603" "20201219"
21 1 "t0604" "20201219"
9 2 "t0605" "20201219"
39 1 "t0606" "20201219"
29 1 "t0607" "20201219"
17 1 "t0608" "20201219"
62 1 "t0609" "20201219"
20 5 "t0610" "20201219"
13 2 "t0611" "20201219"
32 2 "t0614" "20201219"
12 1 "t0615" "20201219"
10 1 "t0618" "20201219"
7 2 "t0620" "20201219"
14 3 "t0661" "20201219"
21 2 "t0664" "20201219"
21 1 "t0801" "20201219"
23 1 "t0805" "20201219"
20 1 "t0806" "20201219"
11 4 "t0807" "20201219"
50 3 "t0808" "20201219"
21 1 "t0810" "20201219"
70 6 "t0861" "20201219"
44 2 "t0862" "20201219"
32 3 "t1001" "20201219"
25 2 "t1005" "20201219"
49 4 "t1008" "20201219"
17 1 "t1010" "20201219"
22 2 "t1012" "20201219"
19 3 "t1014" "20201219"
19 4 "t1016" "20201219"
14 2 "t1019" "20201219"
308 10 "t1061" "20201219"
22 1 "t1062" "20201219"
11 2 "t1201" "20201219"
15 1 "t1202" "20201219"
1 2 "t1204" "20201219"
6 2 "t1207" "20201219"
16 3 "t1210" "20201219"
7 1 "t1212" "20201219"
15 3 "t1218" "20201219"
147 7 "t1261" "20201219"
11 1 "t1262" "20201219"
6 1 "t1403" "20201219"
9 2 "t1404" "20201219"
34 1 "t1408" "20201219"
19 2 "t1412" "20201219"
25 4 "t1414" "20201219"
13 1 "t1415" "20201219"
16 2 "t1416" "20201219"
65 1 "t1418" "20201219"
11 2 "t1420" "20201219"
64 3 "t1421" "20201219"
27 2 "t1425" "20201219"
18 1 "t1428" "20201219"
4 1 "t1430" "20201219"
49 1 "t1432" "20201219"
60 4 "t1434" "20201219"
8 1 "t1436" "20201219"
50 2 "t1462" "20201219"
37 2 "t1463" "20201219"
580 14 "t1465" "20201219"
14 1 "t1602" "20201219"
19 1 "t1604" "20201219"
9 8 "t1605" "20201219"
15 1 "t1606" "20201219"
12 1 "t1608" "20201219"
23 1 "t1609" "20201219"
40 1 "t1661" "20201219"
3 1 "t1802" "20201219"
18 1 "t1810" "20201219"
13 1 "t1811" "20201219"
23 1 "t1812" "20201219"
11 2 "t1814" "20201219"
11 1 "t1815" "20201219"
32 1 "t1816" "20201219"
8 1 "t1817" "20201219"
32 2 "t1818" "20201219"
5 1 "t1821" "20201219"
12 1 "t1864" "20201219"
6 4 "t2001" "20201219"
38 1 "t2002" "20201219"
8 1 "t2004" "20201219"
2 1 "t2009" "20201219"
3 1 "t2012" "20201219"
25 1 "t2063" "20201219"
14 1 "t2202" "20201219"
51 5 "t2204" "20201219"
38 2 "t2205" "20201219"
17 1 "t2206" "20201219"
28 1 "t2207" "20201219"
19 3 "t2208" "20201219"
42 1 "t2212" "20201219"
28 2 "t2213" "20201219"
53 1 "t2214" "20201219"
271 10 "t2261" "20201219"
149 2 "t2262" "20201219"
64 1 "t2263" "20201219"
30 1 "t2402" "20201219"
22 3 "t2403" "20201219"
13 1 "t2404" "20201219"
28 4 "t2405" "20201219"
13 1 "t2407" "20201219"
17 1 "t2408" "20201219"
11 1 "t2409" "20201219"
13 3 "t2411" "20201219"
3 3 "t2412" "20201219"
28 2 "t2413" "20201219"
12 2 "t2415" "20201219"
22 2 "t2416" "20201219"
18 1 "t2417" "20201219"
32 1 "t2461" "20201219"
24 1 "t2463" "20201219"
36 1 "t2464" "20201219"
41 2 "t2465" "20201219"
57 3 "t2466" "20201219"
8 1 "t2468" "20201219"
55 4 "t2469" "20201219"
9 1 "t2470" "20201219"
29 1 "t2471" "20201219"
45 1 "t2472" "20201219"
13 2 "t2473" "20201219"
5 1 "t2474" "20201219"
61 5 "t2475" "20201219"
38 3 "t2477" "20201219"
27 1 "t2478" "20201219"
6 1 "t2479" "20201219"
5 1 "t2602" "20201219"
22 10 "t2604" "20201219"
23 1 "t2607" "20201219"
1 1 "t2611" "20201219"
6 1 "t2612" "20201219"
39 2 "t2661" "20201219"
28 2 "t2801" "20201219"
13 1 "t2802" "20201219"
29 4 "t2803" "20201219"
22 3 "t2804" "20201219"
28 1 "t2806" "20201219"
35 2 "t2807" "20201219"
11 1 "t2809" "20201219"
23 1 "t2810" "20201219"
18 1 "t2811" "20201219"
64 6 "t2814" "20201219"
87 1 "t2815" "20201219"
30 1 "t2816" "20201219"
9 1 "t2818" "20201219"
86 3 "t2861" "20201219"
110 8 "t2862" "20201219"
48 2 "t3002" "20201219"
45 1 "t3003" "20201219"
3 2 "t3004" "20201219"
11 1 "t3005" "20201219"
11 2 "t3006" "20201219"
81 3 "t3009" "20201219"
24 5 "t3010" "20201219"
18 2 "t3011" "20201219"
19 1 "t3012" "20201219"
10 2 "t3013" "20201219"
10 1 "t3015" "20201219"
21 1 "t3016" "20201219"
34 3 "t3017" "20201219"
50 3 "t3019" "20201219"
225 7 "t3021" "20201219"
7 1 "t3022" "20201219"
11 2 "t3023" "20201219"
18 1 "t3027" "20201219"
12 1 "t3028" "20201219"
4 1 "t3029" "20201219"
32 4 "t3030" "20201219"
36 3 "t3031" "20201219"
13 1 "t3061" "20201219"
40 9 "t3062" "20201219"
301 20 "t3064" "20201219"
40 1 "t3201" "20201219"
17 2 "t3202" "20201219"
28 2 "t3205" "20201219"
12 2 "t3208" "20201219"
39 1 "t3209" "20201219"
21 5 "t3212" "20201219"
54 1 "t3214" "20201219"
10 2 "t3216" "20201219"
16 1 "t3218" "20201219"
109 4 "t3261" "20201219"
330 5 "t3262" "20201219"
