"new_cases" "deaths" "teryt" "date"
34 2 "t0203" "20201129"
38 3 "t0214" "20201129"
12 1 "t0216" "20201129"
45 3 "t0220" "20201129"
35 2 "t0222" "20201129"
21 1 "t0404" "20201129"
15 4 "t0413" "20201129"
23 2 "t0462" "20201129"
46 7 "t0463" "20201129"
48 8 "t0601" "20201129"
24 1 "t0603" "20201129"
13 1 "t0604" "20201129"
15 1 "t0607" "20201129"
14 1 "t0610" "20201129"
6 1 "t0613" "20201129"
7 1 "t0615" "20201129"
45 1 "t0617" "20201129"
17 1 "t0620" "20201129"
28 2 "t0661" "20201129"
25 2 "t0662" "20201129"
99 3 "t0663" "20201129"
17 2 "t0664" "20201129"
39 1 "t0801" "20201129"
19 1 "t0804" "20201129"
10 1 "t0812" "20201129"
84 3 "t0861" "20201129"
12 2 "t1004" "20201129"
23 3 "t1005" "20201129"
52 12 "t1008" "20201129"
14 10 "t1011" "20201129"
19 3 "t1012" "20201129"
16 1 "t1017" "20201129"
34 6 "t1019" "20201129"
14 2 "t1212" "20201129"
126 7 "t1261" "20201129"
25 4 "t1402" "20201129"
13 2 "t1403" "20201129"
11 1 "t1404" "20201129"
37 2 "t1405" "20201129"
12 2 "t1406" "20201129"
16 1 "t1407" "20201129"
16 1 "t1408" "20201129"
14 1 "t1409" "20201129"
11 4 "t1413" "20201129"
15 2 "t1414" "20201129"
10 1 "t1415" "20201129"
11 1 "t1416" "20201129"
67 2 "t1418" "20201129"
39 1 "t1419" "20201129"
49 1 "t1421" "20201129"
28 1 "t1425" "20201129"
13 1 "t1429" "20201129"
7 1 "t1430" "20201129"
53 2 "t1434" "20201129"
3 5 "t1436" "20201129"
22 1 "t1438" "20201129"
41 3 "t1462" "20201129"
41 3 "t1463" "20201129"
519 14 "t1465" "20201129"
51 2 "t1601" "20201129"
49 1 "t1609" "20201129"
5 1 "t1802" "20201129"
8 2 "t1803" "20201129"
36 3 "t1805" "20201129"
4 4 "t1806" "20201129"
19 1 "t1807" "20201129"
8 1 "t1808" "20201129"
21 1 "t1809" "20201129"
21 2 "t1810" "20201129"
12 1 "t1813" "20201129"
7 1 "t1814" "20201129"
5 1 "t1815" "20201129"
25 1 "t1816" "20201129"
34 1 "t1818" "20201129"
14 2 "t1819" "20201129"
7 1 "t1820" "20201129"
18 1 "t1862" "20201129"
35 4 "t1863" "20201129"
57 1 "t2002" "20201129"
20 1 "t2003" "20201129"
4 1 "t2004" "20201129"
5 1 "t2011" "20201129"
8 2 "t2013" "20201129"
103 4 "t2061" "20201129"
29 3 "t2207" "20201129"
62 1 "t2209" "20201129"
14 1 "t2210" "20201129"
30 3 "t2212" "20201129"
105 1 "t2214" "20201129"
192 7 "t2261" "20201129"
116 1 "t2262" "20201129"
39 2 "t2263" "20201129"
26 1 "t2405" "20201129"
24 1 "t2408" "20201129"
10 1 "t2411" "20201129"
18 1 "t2412" "20201129"
21 2 "t2415" "20201129"
48 2 "t2461" "20201129"
34 1 "t2462" "20201129"
51 2 "t2466" "20201129"
18 1 "t2467" "20201129"
41 3 "t2469" "20201129"
14 1 "t2470" "20201129"
10 2 "t2474" "20201129"
40 1 "t2477" "20201129"
8 1 "t2601" "20201129"
22 1 "t2602" "20201129"
32 1 "t2604" "20201129"
28 2 "t2607" "20201129"
22 4 "t2661" "20201129"
12 2 "t2803" "20201129"
7 2 "t2805" "20201129"
40 2 "t2806" "20201129"
39 1 "t2817" "20201129"
27 2 "t3001" "20201129"
118 4 "t3003" "20201129"
23 1 "t3005" "20201129"
16 2 "t3011" "20201129"
23 1 "t3013" "20201129"
39 1 "t3015" "20201129"
83 4 "t3019" "20201129"
12 1 "t3025" "20201129"
48 3 "t3030" "20201129"
32 2 "t3063" "20201129"
11 2 "t3203" "20201129"
50 1 "t3205" "20201129"
15 3 "t3212" "20201129"
