"new_cases" "deaths" "teryt" "date"
62 2 "t0201" "20201124"
33 0 "t0202" "20201124"
19 1 "t0203" "20201124"
3 0 "t0204" "20201124"
30 1 "t0205" "20201124"
40 3 "t0206" "20201124"
19 0 "t0207" "20201124"
21 4 "t0208" "20201124"
28 2 "t0209" "20201124"
18 4 "t0210" "20201124"
50 5 "t0211" "20201124"
17 0 "t0212" "20201124"
4 0 "t0213" "20201124"
33 1 "t0214" "20201124"
21 1 "t0215" "20201124"
9 0 "t0216" "20201124"
22 0 "t0217" "20201124"
22 1 "t0218" "20201124"
49 0 "t0219" "20201124"
34 0 "t0220" "20201124"
20 1 "t0221" "20201124"
6 1 "t0222" "20201124"
48 0 "t0223" "20201124"
10 2 "t0224" "20201124"
43 0 "t0225" "20201124"
22 0 "t0226" "20201124"
59 4 "t0261" "20201124"
29 2 "t0262" "20201124"
213 14 "t0264" "20201124"
51 2 "t0265" "20201124"
8 1 "t0401" "20201124"
15 0 "t0402" "20201124"
33 2 "t0403" "20201124"
15 0 "t0404" "20201124"
3 0 "t0405" "20201124"
12 0 "t0406" "20201124"
29 2 "t0407" "20201124"
12 0 "t0408" "20201124"
2 0 "t0409" "20201124"
29 0 "t0410" "20201124"
13 0 "t0411" "20201124"
5 0 "t0412" "20201124"
13 0 "t0413" "20201124"
15 0 "t0414" "20201124"
14 1 "t0415" "20201124"
10 0 "t0416" "20201124"
2 0 "t0417" "20201124"
14 0 "t0418" "20201124"
13 0 "t0419" "20201124"
162 9 "t0461" "20201124"
33 0 "t0462" "20201124"
49 2 "t0463" "20201124"
20 0 "t0464" "20201124"
37 3 "t0601" "20201124"
17 0 "t0602" "20201124"
36 0 "t0603" "20201124"
17 0 "t0604" "20201124"
9 0 "t0605" "20201124"
6 0 "t0606" "20201124"
48 0 "t0607" "20201124"
33 0 "t0608" "20201124"
60 0 "t0609" "20201124"
25 1 "t0610" "20201124"
12 0 "t0611" "20201124"
21 1 "t0612" "20201124"
8 0 "t0613" "20201124"
28 0 "t0614" "20201124"
6 1 "t0615" "20201124"
9 2 "t0616" "20201124"
22 0 "t0617" "20201124"
6 0 "t0618" "20201124"
18 0 "t0619" "20201124"
30 0 "t0620" "20201124"
33 0 "t0661" "20201124"
13 0 "t0662" "20201124"
164 0 "t0663" "20201124"
12 0 "t0664" "20201124"
7 0 "t0801" "20201124"
19 0 "t0802" "20201124"
18 0 "t0803" "20201124"
28 1 "t0804" "20201124"
9 0 "t0805" "20201124"
13 3 "t0806" "20201124"
6 0 "t0807" "20201124"
8 2 "t0808" "20201124"
28 0 "t0809" "20201124"
25 0 "t0810" "20201124"
23 3 "t0811" "20201124"
8 0 "t0812" "20201124"
32 5 "t0861" "20201124"
43 0 "t0862" "20201124"
16 0 "t1001" "20201124"
16 2 "t1002" "20201124"
5 0 "t1003" "20201124"
30 1 "t1004" "20201124"
22 0 "t1005" "20201124"
11 0 "t1006" "20201124"
14 0 "t1007" "20201124"
25 0 "t1008" "20201124"
2 0 "t1009" "20201124"
26 3 "t1010" "20201124"
7 0 "t1011" "20201124"
5 0 "t1012" "20201124"
2 11 "t1013" "20201124"
30 0 "t1014" "20201124"
2 0 "t1015" "20201124"
26 0 "t1016" "20201124"
8 14 "t1017" "20201124"
1 3 "t1018" "20201124"
14 3 "t1019" "20201124"
29 2 "t1020" "20201124"
7 0 "t1021" "20201124"
233 0 "t1061" "20201124"
22 0 "t1062" "20201124"
10 0 "t1063" "20201124"
7 2 "t1201" "20201124"
9 5 "t1202" "20201124"
14 1 "t1203" "20201124"
10 8 "t1204" "20201124"
20 0 "t1205" "20201124"
61 2 "t1206" "20201124"
13 5 "t1207" "20201124"
5 2 "t1208" "20201124"
18 1 "t1209" "20201124"
9 11 "t1210" "20201124"
5 6 "t1211" "20201124"
18 2 "t1212" "20201124"
28 5 "t1213" "20201124"
3 0 "t1214" "20201124"
10 2 "t1215" "20201124"
46 4 "t1216" "20201124"
2 0 "t1217" "20201124"
7 0 "t1218" "20201124"
20 0 "t1219" "20201124"
166 4 "t1261" "20201124"
4 2 "t1262" "20201124"
11 2 "t1263" "20201124"
2 0 "t1401" "20201124"
20 1 "t1402" "20201124"
17 0 "t1403" "20201124"
6 1 "t1404" "20201124"
43 1 "t1405" "20201124"
15 1 "t1406" "20201124"
13 1 "t1407" "20201124"
26 0 "t1408" "20201124"
3 1 "t1409" "20201124"
9 0 "t1410" "20201124"
3 0 "t1411" "20201124"
32 0 "t1412" "20201124"
14 0 "t1413" "20201124"
14 2 "t1414" "20201124"
20 0 "t1415" "20201124"
11 0 "t1416" "20201124"
63 0 "t1417" "20201124"
57 2 "t1418" "20201124"
20 4 "t1419" "20201124"
13 1 "t1420" "20201124"
42 9 "t1421" "20201124"
5 2 "t1422" "20201124"
4 1 "t1423" "20201124"
10 1 "t1424" "20201124"
26 0 "t1425" "20201124"
6 1 "t1426" "20201124"
5 0 "t1427" "20201124"
9 0 "t1428" "20201124"
14 0 "t1429" "20201124"
6 1 "t1430" "20201124"
33 1 "t1432" "20201124"
9 0 "t1433" "20201124"
36 3 "t1434" "20201124"
4 0 "t1435" "20201124"
3 0 "t1436" "20201124"
5 1 "t1437" "20201124"
16 1 "t1438" "20201124"
12 0 "t1461" "20201124"
24 0 "t1462" "20201124"
53 1 "t1463" "20201124"
6 1 "t1464" "20201124"
437 13 "t1465" "20201124"
31 1 "t1601" "20201124"
50 1 "t1602" "20201124"
22 3 "t1603" "20201124"
17 0 "t1604" "20201124"
25 3 "t1605" "20201124"
21 0 "t1606" "20201124"
83 0 "t1607" "20201124"
23 2 "t1608" "20201124"
73 5 "t1609" "20201124"
22 3 "t1610" "20201124"
27 1 "t1611" "20201124"
118 5 "t1661" "20201124"
1 0 "t1801" "20201124"
11 0 "t1802" "20201124"
12 1 "t1803" "20201124"
61 1 "t1804" "20201124"
35 0 "t1805" "20201124"
20 0 "t1806" "20201124"
36 0 "t1807" "20201124"
4 0 "t1808" "20201124"
5 2 "t1809" "20201124"
26 0 "t1810" "20201124"
83 1 "t1811" "20201124"
7 1 "t1812" "20201124"
16 2 "t1813" "20201124"
12 0 "t1814" "20201124"
38 0 "t1816" "20201124"
7 2 "t1817" "20201124"
8 0 "t1818" "20201124"
6 0 "t1819" "20201124"
30 0 "t1820" "20201124"
1 1 "t1821" "20201124"
18 0 "t1861" "20201124"
7 0 "t1862" "20201124"
79 2 "t1863" "20201124"
17 0 "t1864" "20201124"
12 0 "t2001" "20201124"
39 0 "t2002" "20201124"
4 0 "t2003" "20201124"
3 0 "t2004" "20201124"
23 1 "t2005" "20201124"
3 2 "t2006" "20201124"
13 1 "t2007" "20201124"
34 13 "t2008" "20201124"
5 0 "t2009" "20201124"
19 0 "t2010" "20201124"
