"new_cases" "deaths" "teryt" "date"
30 4 "t0201" "20201223"
14 2 "t0202" "20201223"
8 1 "t0204" "20201223"
14 1 "t0208" "20201223"
9 1 "t0209" "20201223"
14 2 "t0211" "20201223"
31 1 "t0214" "20201223"
23 6 "t0219" "20201223"
14 2 "t0220" "20201223"
28 2 "t0223" "20201223"
19 1 "t0224" "20201223"
13 2 "t0262" "20201223"
193 11 "t0264" "20201223"
9 1 "t0401" "20201223"
84 4 "t0403" "20201223"
33 1 "t0404" "20201223"
72 7 "t0407" "20201223"
48 1 "t0410" "20201223"
16 1 "t0411" "20201223"
4 1 "t0412" "20201223"
19 1 "t0417" "20201223"
48 6 "t0418" "20201223"
43 1 "t0419" "20201223"
184 22 "t0461" "20201223"
59 1 "t0462" "20201223"
217 8 "t0463" "20201223"
77 2 "t0464" "20201223"
27 1 "t0601" "20201223"
2 1 "t0602" "20201223"
7 1 "t0605" "20201223"
6 2 "t0608" "20201223"
32 1 "t0610" "20201223"
22 2 "t0612" "20201223"
5 4 "t0613" "20201223"
4 2 "t0615" "20201223"
19 2 "t0619" "20201223"
9 1 "t0620" "20201223"
27 3 "t0662" "20201223"
150 5 "t0663" "20201223"
14 1 "t0804" "20201223"
17 2 "t0806" "20201223"
48 3 "t1002" "20201223"
7 2 "t1005" "20201223"
59 3 "t1008" "20201223"
3 1 "t1009" "20201223"
25 2 "t1010" "20201223"
17 4 "t1012" "20201223"
14 1 "t1013" "20201223"
31 1 "t1014" "20201223"
2 2 "t1018" "20201223"
14 1 "t1019" "20201223"
69 5 "t1020" "20201223"
7 1 "t1204" "20201223"
71 1 "t1206" "20201223"
2 1 "t1208" "20201223"
17 1 "t1209" "20201223"
16 2 "t1213" "20201223"
13 4 "t1216" "20201223"
20 1 "t1218" "20201223"
191 4 "t1261" "20201223"
6 1 "t1262" "20201223"
13 2 "t1263" "20201223"
25 1 "t1402" "20201223"
6 1 "t1404" "20201223"
28 1 "t1407" "20201223"
4 1 "t1410" "20201223"
23 7 "t1412" "20201223"
26 1 "t1414" "20201223"
69 2 "t1418" "20201223"
17 2 "t1419" "20201223"
4 2 "t1420" "20201223"
81 5 "t1421" "20201223"
18 1 "t1422" "20201223"
33 1 "t1425" "20201223"
49 2 "t1432" "20201223"
8 3 "t1433" "20201223"
51 1 "t1434" "20201223"
6 1 "t1436" "20201223"
18 1 "t1461" "20201223"
23 2 "t1462" "20201223"
54 2 "t1463" "20201223"
15 1 "t1464" "20201223"
629 10 "t1465" "20201223"
24 4 "t1603" "20201223"
9 2 "t1606" "20201223"
25 2 "t1607" "20201223"
11 2 "t1608" "20201223"
