"new_cases" "deaths" "teryt" "date"
92 0 "t0201" "20210409"
92 1 "t0202" "20210409"
132 0 "t0203" "20210409"
26 0 "t0204" "20210409"
49 2 "t0205" "20210409"
63 1 "t0206" "20210409"
27 1 "t0207" "20210409"
113 1 "t0208" "20210409"
65 0 "t0209" "20210409"
34 0 "t0210" "20210409"
103 3 "t0211" "20210409"
24 0 "t0212" "20210409"
28 0 "t0213" "20210409"
97 0 "t0214" "20210409"
108 0 "t0215" "20210409"
114 0 "t0216" "20210409"
51 0 "t0217" "20210409"
74 0 "t0218" "20210409"
139 4 "t0219" "20210409"
83 0 "t0220" "20210409"
45 8 "t0221" "20210409"
51 0 "t0222" "20210409"
191 1 "t0223" "20210409"
62 2 "t0224" "20210409"
29 0 "t0225" "20210409"
39 1 "t0226" "20210409"
69 0 "t0261" "20210409"
97 2 "t0262" "20210409"
687 6 "t0264" "20210409"
85 5 "t0265" "20210409"
38 0 "t0401" "20210409"
40 1 "t0402" "20210409"
91 3 "t0403" "20210409"
34 1 "t0404" "20210409"
12 0 "t0405" "20210409"
22 0 "t0406" "20210409"
132 2 "t0407" "20210409"
18 0 "t0408" "20210409"
36 2 "t0409" "20210409"
98 1 "t0410" "20210409"
24 0 "t0411" "20210409"
27 1 "t0412" "20210409"
10 0 "t0413" "20210409"
72 1 "t0414" "20210409"
78 1 "t0415" "20210409"
35 2 "t0416" "20210409"
11 0 "t0417" "20210409"
60 0 "t0418" "20210409"
108 4 "t0419" "20210409"
233 8 "t0461" "20210409"
60 2 "t0462" "20210409"
124 3 "t0463" "20210409"
79 2 "t0464" "20210409"
55 1 "t0601" "20210409"
50 1 "t0602" "20210409"
28 8 "t0603" "20210409"
43 4 "t0604" "20210409"
26 1 "t0605" "20210409"
32 9 "t0606" "20210409"
40 0 "t0607" "20210409"
25 1 "t0608" "20210409"
93 2 "t0609" "20210409"
22 3 "t0610" "20210409"
43 2 "t0611" "20210409"
15 1 "t0612" "20210409"
8 0 "t0613" "20210409"
87 3 "t0614" "20210409"
44 1 "t0615" "20210409"
26 0 "t0616" "20210409"
46 0 "t0617" "20210409"
43 1 "t0618" "20210409"
5 1 "t0619" "20210409"
60 3 "t0620" "20210409"
37 3 "t0661" "20210409"
25 8 "t0662" "20210409"
172 2 "t0663" "20210409"
37 1 "t0664" "20210409"
53 0 "t0801" "20210409"
42 1 "t0802" "20210409"
52 0 "t0803" "20210409"
67 6 "t0804" "20210409"
47 0 "t0805" "20210409"
32 1 "t0806" "20210409"
29 0 "t0807" "20210409"
47 0 "t0808" "20210409"
48 3 "t0809" "20210409"
67 0 "t0810" "20210409"
41 1 "t0811" "20210409"
28 1 "t0812" "20210409"
71 4 "t0861" "20210409"
92 4 "t0862" "20210409"
78 0 "t1001" "20210409"
31 0 "t1002" "20210409"
58 1 "t1003" "20210409"
39 0 "t1004" "20210409"
38 1 "t1005" "20210409"
120 1 "t1006" "20210409"
17 0 "t1007" "20210409"
139 9 "t1008" "20210409"
31 1 "t1009" "20210409"
60 3 "t1010" "20210409"
37 1 "t1011" "20210409"
143 3 "t1012" "20210409"
15 1 "t1013" "20210409"
104 4 "t1014" "20210409"
35 0 "t1015" "20210409"
96 2 "t1016" "20210409"
63 0 "t1017" "20210409"
22 0 "t1018" "20210409"
94 1 "t1019" "20210409"
93 3 "t1020" "20210409"
33 0 "t1021" "20210409"
688 16 "t1061" "20210409"
59 5 "t1062" "20210409"
45 0 "t1063" "20210409"
98 2 "t1201" "20210409"
64 4 "t1202" "20210409"
89 2 "t1203" "20210409"
27 2 "t1204" "20210409"
56 1 "t1205" "20210409"
217 8 "t1206" "20210409"
55 3 "t1207" "20210409"
52 0 "t1208" "20210409"
89 0 "t1209" "20210409"
68 5 "t1210" "20210409"
49 4 "t1211" "20210409"
100 1 "t1212" "20210409"
105 6 "t1213" "20210409"
44 0 "t1214" "20210409"
16 6 "t1215" "20210409"
119 0 "t1216" "20210409"
19 2 "t1217" "20210409"
99 1 "t1218" "20210409"
147 1 "t1219" "20210409"
583 21 "t1261" "20210409"
43 2 "t1262" "20210409"
79 0 "t1263" "20210409"
17 1 "t1401" "20210409"
24 0 "t1402" "20210409"
51 0 "t1403" "20210409"
11 0 "t1404" "20210409"
68 1 "t1405" "20210409"
59 2 "t1406" "20210409"
82 1 "t1407" "20210409"
121 1 "t1408" "20210409"
37 0 "t1409" "20210409"
7 0 "t1410" "20210409"
5 1 "t1411" "20210409"
102 7 "t1412" "20210409"
3 2 "t1413" "20210409"
47 2 "t1414" "20210409"
28 0 "t1415" "20210409"
20 0 "t1416" "20210409"
169 1 "t1417" "20210409"
193 1 "t1418" "20210409"
47 0 "t1419" "20210409"
51 1 "t1420" "20210409"
141 4 "t1421" "20210409"
27 1 "t1422" "20210409"
19 0 "t1423" "20210409"
26 0 "t1424" "20210409"
108 2 "t1425" "20210409"
41 0 "t1426" "20210409"
23 0 "t1427" "20210409"
28 1 "t1428" "20210409"
15 0 "t1429" "20210409"
21 1 "t1430" "20210409"
119 3 "t1432" "20210409"
32 0 "t1433" "20210409"
200 2 "t1434" "20210409"
38 2 "t1435" "20210409"
18 1 "t1436" "20210409"
11 0 "t1437" "20210409"
34 4 "t1438" "20210409"
29 1 "t1461" "20210409"
39 1 "t1462" "20210409"
145 4 "t1463" "20210409"
54 4 "t1464" "20210409"
1365 36 "t1465" "20210409"
60 0 "t1601" "20210409"
43 1 "t1602" "20210409"
69 4 "t1603" "20210409"
36 1 "t1604" "20210409"
62 1 "t1605" "20210409"
29 0 "t1606" "20210409"
117 4 "t1607" "20210409"
57 2 "t1608" "20210409"
103 0 "t1609" "20210409"
15 0 "t1610" "20210409"
53 2 "t1611" "20210409"
71 7 "t1661" "20210409"
15 0 "t1801" "20210409"
34 4 "t1802" "20210409"
62 0 "t1803" "20210409"
88 1 "t1804" "20210409"
43 5 "t1805" "20210409"
13 0 "t1806" "20210409"
46 3 "t1807" "20210409"
32 0 "t1808" "20210409"
31 0 "t1809" "20210409"
88 3 "t1810" "20210409"
