"new_cases" "deaths" "teryt" "date"
12 2 "t0202" "20201203"
32 1 "t0203" "20201203"
10 2 "t0206" "20201203"
8 1 "t0207" "20201203"
22 1 "t0208" "20201203"
56 2 "t0211" "20201203"
8 1 "t0213" "20201203"
36 1 "t0214" "20201203"
44 7 "t0219" "20201203"
20 1 "t0220" "20201203"
13 1 "t0221" "20201203"
54 2 "t0223" "20201203"
40 1 "t0225" "20201203"
15 2 "t0261" "20201203"
27 1 "t0262" "20201203"
186 13 "t0264" "20201203"
27 2 "t0265" "20201203"
22 3 "t0401" "20201203"
59 3 "t0402" "20201203"
84 2 "t0403" "20201203"
26 1 "t0413" "20201203"
63 2 "t0414" "20201203"
90 1 "t0415" "20201203"
271 11 "t0461" "20201203"
88 1 "t0462" "20201203"
146 3 "t0463" "20201203"
46 2 "t0601" "20201203"
12 2 "t0602" "20201203"
23 4 "t0603" "20201203"
31 3 "t0604" "20201203"
61 2 "t0606" "20201203"
44 2 "t0608" "20201203"
58 1 "t0609" "20201203"
10 1 "t0610" "20201203"
21 4 "t0611" "20201203"
9 2 "t0613" "20201203"
50 1 "t0614" "20201203"
12 1 "t0615" "20201203"
21 1 "t0616" "20201203"
86 1 "t0617" "20201203"
28 1 "t0618" "20201203"
12 3 "t0620" "20201203"
41 2 "t0661" "20201203"
37 4 "t0662" "20201203"
117 6 "t0663" "20201203"
11 1 "t0664" "20201203"
20 1 "t0801" "20201203"
13 1 "t0807" "20201203"
28 1 "t0808" "20201203"
30 1 "t0809" "20201203"
26 1 "t0810" "20201203"
26 4 "t0811" "20201203"
75 2 "t0862" "20201203"
26 3 "t1001" "20201203"
20 1 "t1004" "20201203"
14 2 "t1005" "20201203"
15 1 "t1009" "20201203"
66 2 "t1011" "20201203"
22 2 "t1012" "20201203"
25 3 "t1014" "20201203"
14 1 "t1015" "20201203"
18 9 "t1016" "20201203"
17 1 "t1019" "20201203"
69 8 "t1020" "20201203"
7 1 "t1021" "20201203"
272 6 "t1061" "20201203"
10 1 "t1063" "20201203"
7 4 "t1202" "20201203"
9 3 "t1204" "20201203"
13 1 "t1205" "20201203"
72 5 "t1206" "20201203"
14 5 "t1207" "20201203"
7 1 "t1208" "20201203"
13 2 "t1211" "20201203"
19 1 "t1212" "20201203"
25 2 "t1216" "20201203"
28 2 "t1218" "20201203"
20 1 "t1219" "20201203"
224 21 "t1261" "20201203"
29 2 "t1263" "20201203"
18 4 "t1402" "20201203"
16 3 "t1403" "20201203"
29 2 "t1404" "20201203"
28 2 "t1406" "20201203"
25 3 "t1408" "20201203"
8 1 "t1410" "20201203"
74 1 "t1412" "20201203"
14 2 "t1413" "20201203"
23 2 "t1414" "20201203"
8 6 "t1416" "20201203"
51 2 "t1417" "20201203"
84 1 "t1418" "20201203"
56 3 "t1419" "20201203"
21 3 "t1420" "20201203"
67 3 "t1421" "20201203"
13 2 "t1426" "20201203"
22 2 "t1428" "20201203"
16 1 "t1433" "20201203"
121 2 "t1434" "20201203"
9 2 "t1461" "20201203"
40 5 "t1462" "20201203"
61 2 "t1463" "20201203"
10 2 "t1464" "20201203"
657 19 "t1465" "20201203"
42 5 "t1603" "20201203"
34 2 "t1604" "20201203"
26 2 "t1605" "20201203"
27 1 "t1606" "20201203"
71 6 "t1609" "20201203"
22 3 "t1610" "20201203"
30 5 "t1611" "20201203"
65 3 "t1661" "20201203"
4 1 "t1802" "20201203"
12 3 "t1803" "20201203"
18 4 "t1804" "20201203"
8 1 "t1806" "20201203"
13 3 "t1808" "20201203"
23 3 "t1810" "20201203"
4 1 "t1814" "20201203"
6 3 "t1817" "20201203"
23 1 "t1818" "20201203"
13 3 "t1819" "20201203"
52 2 "t1821" "20201203"
6 3 "t1861" "20201203"
11 1 "t1864" "20201203"
20 1 "t2001" "20201203"
46 4 "t2002" "20201203"
9 1 "t2004" "20201203"
14 2 "t2005" "20201203"
11 1 "t2007" "20201203"
13 1 "t2008" "20201203"
11 1 "t2013" "20201203"
104 7 "t2061" "20201203"
23 1 "t2062" "20201203"
27 7 "t2063" "20201203"
34 2 "t2201" "20201203"
56 2 "t2203" "20201203"
24 2 "t2208" "20201203"
67 1 "t2209" "20201203"
76 2 "t2213" "20201203"
83 10 "t2215" "20201203"
292 4 "t2261" "20201203"
126 2 "t2262" "20201203"
53 5 "t2402" "20201203"
43 3 "t2403" "20201203"
33 6 "t2404" "20201203"
43 6 "t2405" "20201203"
48 1 "t2408" "20201203"
16 4 "t2410" "20201203"
57 3 "t2413" "20201203"
12 1 "t2414" "20201203"
30 4 "t2415" "20201203"
66 5 "t2461" "20201203"
35 5 "t2462" "20201203"
34 2 "t2463" "20201203"
53 4 "t2464" "20201203"
62 1 "t2465" "20201203"
26 1 "t2467" "20201203"
36 2 "t2468" "20201203"
118 6 "t2469" "20201203"
15 2 "t2471" "20201203"
53 1 "t2473" "20201203"
19 1 "t2474" "20201203"
16 2 "t2476" "20201203"
55 1 "t2477" "20201203"
57 5 "t2478" "20201203"
3 1 "t2601" "20201203"
27 1 "t2602" "20201203"
5 1 "t2603" "20201203"
29 4 "t2604" "20201203"
10 2 "t2605" "20201203"
42 3 "t2606" "20201203"
14 1 "t2610" "20201203"
37 2 "t2611" "20201203"
57 1 "t2661" "20201203"
47 3 "t2801" "20201203"
16 2 "t2802" "20201203"
56 1 "t2803" "20201203"
32 2 "t2804" "20201203"
52 2 "t2807" "20201203"
28 1 "t2808" "20201203"
28 3 "t2809" "20201203"
48 3 "t2810" "20201203"
35 1 "t2811" "20201203"
94 14 "t2814" "20201203"
74 3 "t2815" "20201203"
50 3 "t2816" "20201203"
59 3 "t2819" "20201203"
172 8 "t2862" "20201203"
79 1 "t3002" "20201203"
107 3 "t3003" "20201203"
29 1 "t3004" "20201203"
24 5 "t3006" "20201203"
21 3 "t3007" "20201203"
9 2 "t3008" "20201203"
17 1 "t3009" "20201203"
47 5 "t3010" "20201203"
19 2 "t3011" "20201203"
35 2 "t3012" "20201203"
13 1 "t3014" "20201203"
51 1 "t3016" "20201203"
73 1 "t3019" "20201203"
15 3 "t3020" "20201203"
289 4 "t3021" "20201203"
19 1 "t3022" "20201203"
48 2 "t3023" "20201203"
16 1 "t3025" "20201203"
44 3 "t3026" "20201203"
27 3 "t3061" "20201203"
35 7 "t3062" "20201203"
306 9 "t3064" "20201203"
50 1 "t3201" "20201203"
32 4 "t3203" "20201203"
35 1 "t3205" "20201203"
40 2 "t3206" "20201203"
32 1 "t3207" "20201203"
34 3 "t3208" "20201203"
29 2 "t3210" "20201203"
44 3 "t3211" "20201203"
28 3 "t3215" "20201203"
39 2 "t3217" "20201203"
13 1 "t3218" "20201203"
28 2 "t3261" "20201203"
295 1 "t3262" "20201203"
