"new_cases" "deaths" "teryt" "date"
12 2 "t0201" "20210305"
10 1 "t0202" "20210305"
17 0 "t0203" "20210305"
4 0 "t0204" "20210305"
6 0 "t0205" "20210305"
16 0 "t0206" "20210305"
31 1 "t0207" "20210305"
158 2 "t0208" "20210305"
13 1 "t0209" "20210305"
11 0 "t0210" "20210305"
13 0 "t0211" "20210305"
7 0 "t0212" "20210305"
8 0 "t0213" "20210305"
25 0 "t0214" "20210305"
19 0 "t0215" "20210305"
18 0 "t0216" "20210305"
44 0 "t0217" "20210305"
27 0 "t0218" "20210305"
61 0 "t0219" "20210305"
16 0 "t0220" "20210305"
19 3 "t0221" "20210305"
12 1 "t0222" "20210305"
82 0 "t0223" "20210305"
7 0 "t0224" "20210305"
4 1 "t0225" "20210305"
8 0 "t0226" "20210305"
17 1 "t0261" "20210305"
37 0 "t0262" "20210305"
376 0 "t0264" "20210305"
14 3 "t0265" "20210305"
18 1 "t0401" "20210305"
16 0 "t0402" "20210305"
81 0 "t0403" "20210305"
43 0 "t0404" "20210305"
42 2 "t0405" "20210305"
14 1 "t0406" "20210305"
100 0 "t0407" "20210305"
11 0 "t0408" "20210305"
18 0 "t0409" "20210305"
26 0 "t0410" "20210305"
3 0 "t0411" "20210305"
8 0 "t0412" "20210305"
7 1 "t0413" "20210305"
48 1 "t0414" "20210305"
56 0 "t0415" "20210305"
23 1 "t0416" "20210305"
19 1 "t0417" "20210305"
26 1 "t0418" "20210305"
22 0 "t0419" "20210305"
198 2 "t0461" "20210305"
52 1 "t0462" "20210305"
118 1 "t0463" "20210305"
34 2 "t0464" "20210305"
21 0 "t0601" "20210305"
40 0 "t0602" "20210305"
6 0 "t0603" "20210305"
15 0 "t0604" "20210305"
4 0 "t0605" "20210305"
15 1 "t0606" "20210305"
3 0 "t0607" "20210305"
11 0 "t0608" "20210305"
32 0 "t0609" "20210305"
12 0 "t0610" "20210305"
11 0 "t0611" "20210305"
4 0 "t0612" "20210305"
11 0 "t0613" "20210305"
23 3 "t0614" "20210305"
15 0 "t0615" "20210305"
15 1 "t0616" "20210305"
27 1 "t0617" "20210305"
7 3 "t0618" "20210305"
11 1 "t0619" "20210305"
21 0 "t0620" "20210305"
19 0 "t0661" "20210305"
13 0 "t0662" "20210305"
94 6 "t0663" "20210305"
19 0 "t0664" "20210305"
65 0 "t0801" "20210305"
18 0 "t0802" "20210305"
41 5 "t0803" "20210305"
32 2 "t0804" "20210305"
19 0 "t0805" "20210305"
27 0 "t0806" "20210305"
8 0 "t0807" "20210305"
15 1 "t0808" "20210305"
50 2 "t0809" "20210305"
7 0 "t0810" "20210305"
27 0 "t0811" "20210305"
5 0 "t0812" "20210305"
150 1 "t0861" "20210305"
121 2 "t0862" "20210305"
30 1 "t1001" "20210305"
8 1 "t1002" "20210305"
10 0 "t1003" "20210305"
8 0 "t1004" "20210305"
10 1 "t1005" "20210305"
23 0 "t1006" "20210305"
10 0 "t1007" "20210305"
34 1 "t1008" "20210305"
11 0 "t1009" "20210305"
44 0 "t1010" "20210305"
16 0 "t1011" "20210305"
68 3 "t1012" "20210305"
14 0 "t1013" "20210305"
7 0 "t1014" "20210305"
7 0 "t1015" "20210305"
48 0 "t1016" "20210305"
5 0 "t1017" "20210305"
10 0 "t1018" "20210305"
7 0 "t1019" "20210305"
46 4 "t1020" "20210305"
2 0 "t1021" "20210305"
241 4 "t1061" "20210305"
34 0 "t1062" "20210305"
7 1 "t1063" "20210305"
51 0 "t1201" "20210305"
28 0 "t1202" "20210305"
57 1 "t1203" "20210305"
15 0 "t1204" "20210305"
6 0 "t1205" "20210305"
134 2 "t1206" "20210305"
3 0 "t1207" "20210305"
7 0 "t1208" "20210305"
23 0 "t1209" "20210305"
28 0 "t1210" "20210305"
22 0 "t1211" "20210305"
29 0 "t1212" "20210305"
46 2 "t1213" "20210305"
3 0 "t1214" "20210305"
7 1 "t1215" "20210305"
52 0 "t1216" "20210305"
14 0 "t1217" "20210305"
82 2 "t1218" "20210305"
20 1 "t1219" "20210305"
330 3 "t1261" "20210305"
21 1 "t1262" "20210305"
36 0 "t1263" "20210305"
3 0 "t1401" "20210305"
67 0 "t1402" "20210305"
15 4 "t1403" "20210305"
9 0 "t1404" "20210305"
75 1 "t1405" "20210305"
50 1 "t1406" "20210305"
14 0 "t1407" "20210305"
107 0 "t1408" "20210305"
14 0 "t1409" "20210305"
3 2 "t1410" "20210305"
5 0 "t1411" "20210305"
50 2 "t1412" "20210305"
112 1 "t1413" "20210305"
28 0 "t1414" "20210305"
48 0 "t1415" "20210305"
25 2 "t1416" "20210305"
88 0 "t1417" "20210305"
133 2 "t1418" "20210305"
41 1 "t1419" "20210305"
57 1 "t1420" "20210305"
92 0 "t1421" "20210305"
23 0 "t1422" "20210305"
9 0 "t1423" "20210305"
38 2 "t1424" "20210305"
37 1 "t1425" "20210305"
11 0 "t1426" "20210305"
19 0 "t1427" "20210305"
47 0 "t1428" "20210305"
6 0 "t1429" "20210305"
3 0 "t1430" "20210305"
90 0 "t1432" "20210305"
4 0 "t1433" "20210305"
189 1 "t1434" "20210305"
35 0 "t1435" "20210305"
4 0 "t1436" "20210305"
3 1 "t1437" "20210305"
28 0 "t1438" "20210305"
27 1 "t1461" "20210305"
50 3 "t1462" "20210305"
46 1 "t1463" "20210305"
17 0 "t1464" "20210305"
1183 14 "t1465" "20210305"
15 0 "t1601" "20210305"
7 2 "t1602" "20210305"
44 0 "t1603" "20210305"
17 0 "t1604" "20210305"
2 0 "t1605" "20210305"
8 0 "t1606" "20210305"
25 1 "t1607" "20210305"
1 0 "t1608" "20210305"
26 1 "t1609" "20210305"
5 0 "t1610" "20210305"
12 0 "t1611" "20210305"
63 0 "t1661" "20210305"
20 0 "t1801" "20210305"
25 0 "t1802" "20210305"
49 2 "t1803" "20210305"
56 5 "t1804" "20210305"
20 0 "t1805" "20210305"
15 0 "t1806" "20210305"
37 2 "t1807" "20210305"
24 0 "t1808" "20210305"
16 0 "t1809" "20210305"
53 1 "t1810" "20210305"
50 3 "t1811" "20210305"
16 0 "t1812" "20210305"
15 0 "t1813" "20210305"
51 1 "t1814" "20210305"
27 1 "t1815" "20210305"
134 0 "t1816" "20210305"
46 4 "t1817" "20210305"
16 0 "t1818" "20210305"
31 0 "t1819" "20210305"
7 1 "t1820" "20210305"
11 0 "t1821" "20210305"
29 0 "t1861" "20210305"
14 0 "t1862" "20210305"
221 0 "t1863" "20210305"
25 2 "t1864" "20210305"
15 1 "t2001" "20210305"
49 1 "t2002" "20210305"
20 0 "t2003" "20210305"
14 0 "t2004" "20210305"
13 0 "t2005" "20210305"
19 1 "t2006" "20210305"
47 1 "t2007" "20210305"
5 0 "t2008" "20210305"
7 1 "t2009" "20210305"
3 0 "t2010" "20210305"
24 0 "t2011" "20210305"
3 0 "t2012" "20210305"
5 0 "t2013" "20210305"
14 0 "t2014" "20210305"
87 3 "t2061" "20210305"
65 1 "t2062" "20210305"
15 2 "t2063" "20210305"
14 0 "t2201" "20210305"
22 0 "t2202" "20210305"
22 0 "t2203" "20210305"
77 1 "t2204" "20210305"
63 0 "t2205" "20210305"
31 0 "t2206" "20210305"
30 0 "t2207" "20210305"
83 0 "t2208" "20210305"
21 0 "t2209" "20210305"
24 0 "t2210" "20210305"
64 0 "t2211" "20210305"
25 0 "t2212" "20210305"
54 0 "t2213" "20210305"
61 1 "t2214" "20210305"
126 3 "t2215" "20210305"
11 0 "t2216" "20210305"
357 3 "t2261" "20210305"
176 2 "t2262" "20210305"
31 0 "t2263" "20210305"
19 0 "t2264" "20210305"
56 1 "t2401" "20210305"
97 0 "t2402" "20210305"
75 5 "t2403" "20210305"
25 1 "t2404" "20210305"
25 1 "t2405" "20210305"
21 0 "t2406" "20210305"
16 0 "t2407" "20210305"
36 0 "t2408" "20210305"
10 0 "t2409" "20210305"
60 0 "t2410" "20210305"
29 2 "t2411" "20210305"
49 1 "t2412" "20210305"
24 1 "t2413" "20210305"
33 0 "t2414" "20210305"
37 2 "t2415" "20210305"
40 1 "t2416" "20210305"
146 0 "t2417" "20210305"
121 1 "t2461" "20210305"
51 1 "t2462" "20210305"
43 0 "t2463" "20210305"
70 0 "t2464" "20210305"
51 2 "t2465" "20210305"
68 1 "t2466" "20210305"
15 0 "t2467" "20210305"
66 2 "t2468" "20210305"
112 0 "t2469" "20210305"
58 0 "t2470" "20210305"
20 0 "t2471" "20210305"
51 0 "t2472" "20210305"
37 1 "t2473" "20210305"
20 1 "t2474" "20210305"
98 2 "t2475" "20210305"
15 1 "t2476" "20210305"
120 2 "t2477" "20210305"
56 1 "t2478" "20210305"
21 0 "t2479" "20210305"
12 1 "t2601" "20210305"
16 0 "t2602" "20210305"
9 0 "t2603" "20210305"
66 0 "t2604" "20210305"
12 1 "t2605" "20210305"
14 0 "t2606" "20210305"
32 1 "t2607" "20210305"
3 2 "t2608" "20210305"
16 0 "t2609" "20210305"
17 2 "t2610" "20210305"
18 0 "t2611" "20210305"
9 0 "t2612" "20210305"
6 0 "t2613" "20210305"
88 4 "t2661" "20210305"
62 0 "t2801" "20210305"
17 0 "t2802" "20210305"
53 0 "t2803" "20210305"
11 0 "t2804" "20210305"
45 0 "t2805" "20210305"
13 0 "t2806" "20210305"
56 0 "t2807" "20210305"
34 0 "t2808" "20210305"
23 0 "t2809" "20210305"
13 0 "t2810" "20210305"
37 0 "t2811" "20210305"
31 0 "t2812" "20210305"
5 0 "t2813" "20210305"
