"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
2	0	2	"t0201"	"20230422"
2	0	2	"t0202"	"20230422"
4	1	3	"t0205"	"20230422"
5	0	5	"t0206"	"20230422"
5	0	5	"t0211"	"20230422"
8	1	7	"t0214"	"20230422"
1	0	1	"t0217"	"20230422"
2	0	2	"t0219"	"20230422"
1	0	1	"t0223"	"20230422"
1	0	1	"t0224"	"20230422"
1	0	0	"t0261"	"20230422"
6	0	6	"t0262"	"20230422"
38	0	30	"t0264"	"20230422"
2	0	2	"t0265"	"20230422"
1	0	1	"t0401"	"20230422"
4	0	4	"t0402"	"20230422"
3	0	3	"t0403"	"20230422"
2	0	2	"t0405"	"20230422"
2	0	2	"t0407"	"20230422"
1	0	1	"t0408"	"20230422"
4	0	4	"t0410"	"20230422"
1	0	1	"t0412"	"20230422"
2	0	2	"t0418"	"20230422"
18	1	16	"t0461"	"20230422"
2	0	2	"t0462"	"20230422"
1	0	1	"t0463"	"20230422"
3	0	3	"t0464"	"20230422"
2	0	2	"t0607"	"20230422"
2	0	2	"t0609"	"20230422"
2	0	2	"t0661"	"20230422"
23	7	14	"t0663"	"20230422"
4	0	4	"t0664"	"20230422"
1	0	1	"t0802"	"20230422"
3	0	3	"t0811"	"20230422"
1	0	1	"t0861"	"20230422"
11	0	9	"t0862"	"20230422"
2	0	2	"t1002"	"20230422"
1	0	1	"t1004"	"20230422"
2	0	2	"t1005"	"20230422"
2	0	2	"t1007"	"20230422"
3	0	3	"t1008"	"20230422"
1	0	1	"t1012"	"20230422"
3	0	3	"t1016"	"20230422"
23	0	20	"t1061"	"20230422"
1	0	1	"t1203"	"20230422"
2	0	0	"t1205"	"20230422"
2	0	2	"t1206"	"20230422"
5	0	5	"t1209"	"20230422"
2	0	2	"t1210"	"20230422"
5	0	2	"t1211"	"20230422"
60	2	57	"t1261"	"20230422"
1	0	1	"t1263"	"20230422"
10	0	8	"t1405"	"20230422"
7	1	6	"t1408"	"20230422"
1	0	1	"t1414"	"20230422"
2	0	2	"t1416"	"20230422"
6	0	6	"t1418"	"20230422"
3	0	2	"t1421"	"20230422"
7	0	4	"t1432"	"20230422"
4	0	4	"t1434"	"20230422"
4	0	2	"t1461"	"20230422"
4	0	0	"t1462"	"20230422"
9	0	8	"t1463"	"20230422"
3	0	3	"t1464"	"20230422"
115	2	98	"t1465"	"20230422"
8	1	3	"t1605"	"20230422"
3	0	3	"t1661"	"20230422"
2	0	2	"t1803"	"20230422"
2	1	0	"t1804"	"20230422"
1	0	0	"t1808"	"20230422"
1	0	1	"t1809"	"20230422"
1	0	1	"t1820"	"20230422"
2	0	2	"t1861"	"20230422"
19	2	8	"t1863"	"20230422"
1	0	1	"t2002"	"20230422"
1	0	1	"t2010"	"20230422"
3	2	0	"t2014"	"20230422"
8	0	7	"t2061"	"20230422"
1	0	1	"t2062"	"20230422"
3	0	3	"t2205"	"20230422"
2	0	2	"t2206"	"20230422"
1	0	1	"t2208"	"20230422"
2	0	2	"t2211"	"20230422"
2	0	2	"t2212"	"20230422"
19	0	17	"t2261"	"20230422"
8	0	7	"t2262"	"20230422"
4	0	4	"t2264"	"20230422"
3	0	3	"t2401"	"20230422"
3	0	3	"t2402"	"20230422"
1	0	1	"t2403"	"20230422"
1	0	1	"t2408"	"20230422"
1	0	1	"t2410"	"20230422"
1	0	1	"t2411"	"20230422"
2	0	2	"t2413"	"20230422"
3	0	3	"t2416"	"20230422"
4	0	4	"t2417"	"20230422"
5	0	5	"t2461"	"20230422"
3	0	3	"t2462"	"20230422"
4	0	4	"t2463"	"20230422"
5	0	4	"t2464"	"20230422"
3	0	3	"t2465"	"20230422"
9	0	5	"t2466"	"20230422"
11	0	11	"t2469"	"20230422"
5	0	5	"t2470"	"20230422"
2	0	2	"t2472"	"20230422"
4	0	1	"t2473"	"20230422"
2	0	1	"t2474"	"20230422"
4	0	4	"t2475"	"20230422"
6	0	5	"t2478"	"20230422"
5	0	5	"t2479"	"20230422"
2	0	2	"t2605"	"20230422"
1	0	1	"t2611"	"20230422"
10	0	5	"t2661"	"20230422"
2	0	2	"t2803"	"20230422"
3	0	3	"t2805"	"20230422"
2	0	2	"t2807"	"20230422"
1	0	1	"t2808"	"20230422"
1	0	1	"t2810"	"20230422"
1	0	1	"t2816"	"20230422"
3	0	3	"t2861"	"20230422"
3	0	1	"t2862"	"20230422"
3	0	3	"t3003"	"20230422"
3	0	3	"t3006"	"20230422"
1	0	1	"t3009"	"20230422"
1	0	1	"t3011"	"20230422"
1	0	1	"t3015"	"20230422"
3	0	1	"t3016"	"20230422"
3	0	2	"t3017"	"20230422"
5	0	5	"t3019"	"20230422"
12	0	12	"t3021"	"20230422"
1	0	1	"t3023"	"20230422"
3	0	2	"t3024"	"20230422"
1	0	1	"t3025"	"20230422"
1	0	0	"t3031"	"20230422"
2	0	2	"t3061"	"20230422"
2	0	2	"t3063"	"20230422"
46	3	38	"t3064"	"20230422"
1	0	1	"t3202"	"20230422"
2	0	2	"t3203"	"20230422"
2	0	1	"t3204"	"20230422"
2	0	2	"t3207"	"20230422"
4	0	4	"t3208"	"20230422"
3	0	2	"t3209"	"20230422"
3	0	3	"t3214"	"20230422"
1	0	1	"t3217"	"20230422"
9	1	8	"t3261"	"20230422"
11	0	11	"t3262"	"20230422"
