"new_cases"	"deaths"	"teryt"	"date"
1	0	"t0221"	"20230417"
4	0	"t0264"	"20230417"
1	0	"t0463"	"20230417"
1	0	"t0603"	"20230417"
2	0	"t0606"	"20230417"
2	0	"t0663"	"20230417"
1	0	"t0803"	"20230417"
1	0	"t0806"	"20230417"
1	0	"t0807"	"20230417"
2	0	"t0811"	"20230417"
1	0	"t0861"	"20230417"
1	0	"t0862"	"20230417"
1	0	"t1001"	"20230417"
1	0	"t1003"	"20230417"
1	0	"t1005"	"20230417"
1	0	"t1007"	"20230417"
1	0	"t1010"	"20230417"
2	0	"t1014"	"20230417"
2	0	"t1020"	"20230417"
1	0	"t1061"	"20230417"
1	0	"t1206"	"20230417"
1	0	"t1215"	"20230417"
3	0	"t1261"	"20230417"
1	0	"t1405"	"20230417"
1	0	"t1406"	"20230417"
1	0	"t1408"	"20230417"
1	0	"t1412"	"20230417"
1	0	"t1425"	"20230417"
1	0	"t1426"	"20230417"
1	0	"t1428"	"20230417"
1	0	"t1433"	"20230417"
10	0	"t1465"	"20230417"
1	0	"t1603"	"20230417"
1	0	"t1610"	"20230417"
1	0	"t1804"	"20230417"
1	0	"t1809"	"20230417"
1	0	"t1814"	"20230417"
1	0	"t1816"	"20230417"
1	0	"t1861"	"20230417"
1	0	"t1862"	"20230417"
1	0	"t1863"	"20230417"
1	0	"t2003"	"20230417"
1	0	"t2007"	"20230417"
1	0	"t2008"	"20230417"
1	0	"t2063"	"20230417"
1	0	"t2205"	"20230417"
1	0	"t2213"	"20230417"
1	0	"t2214"	"20230417"
1	0	"t2261"	"20230417"
2	0	"t2402"	"20230417"
1	0	"t2404"	"20230417"
1	0	"t2406"	"20230417"
1	0	"t2409"	"20230417"
2	0	"t2461"	"20230417"
4	0	"t2464"	"20230417"
1	0	"t2472"	"20230417"
1	0	"t2478"	"20230417"
1	0	"t2603"	"20230417"
2	0	"t2607"	"20230417"
2	0	"t2612"	"20230417"
1	0	"t2661"	"20230417"
1	0	"t2801"	"20230417"
1	0	"t2811"	"20230417"
1	0	"t2813"	"20230417"
2	0	"t2815"	"20230417"
1	0	"t2862"	"20230417"
1	0	"t3003"	"20230417"
1	0	"t3021"	"20230417"
1	0	"t3061"	"20230417"
3	0	"t3064"	"20230417"
1	0	"t3201"	"20230417"
1	0	"t3205"	"20230417"
1	0	"t3262"	"20230417"
5	0	NA	"20230417"
