"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
14	2	8	"t0214"	"20220509"
22	0	22	"t0264"	"20220509"
3	1	2	"t0862"	"20220509"
2	0	2	"t1017"	"20220509"
18	0	15	"t1061"	"20220509"
18	2	15	"t1201"	"20220509"
49	0	49	"t1261"	"20220509"
3	0	2	"t1418"	"20220509"
1	0	1	"t1419"	"20220509"
84	4	74	"t1465"	"20220509"
1	0	1	"t1609"	"20220509"
1	0	1	"t1811"	"20220509"
8	0	6	"t1863"	"20220509"
2	0	0	"t2061"	"20220509"
1	0	1	"t2262"	"20220509"
6	0	5	"t2404"	"20220509"
6	0	5	"t2407"	"20220509"
9	1	8	"t2415"	"20220509"
2	0	2	"t2464"	"20220509"
4	0	3	"t2469"	"20220509"
6	1	5	"t2477"	"20220509"
2	0	2	"t2478"	"20220509"
5	0	5	"t2604"	"20220509"
15	0	13	"t2810"	"20220509"
10	2	8	"t2862"	"20220509"
9	1	8	"t3018"	"20220509"
1	0	1	"t3019"	"20220509"
46	0	42	"t3064"	"20220509"
4	2	2	"t3216"	"20220509"
9	0	8	"t3262"	"20220509"
