"new_cases"	"deaths"	"teryt"	"date"
1	0	"t0216"	"20220530"
1	0	"t0264"	"20220530"
1	0	"t0605"	"20220530"
1	0	"t0609"	"20220530"
1	0	"t0612"	"20220530"
2	0	"t0614"	"20220530"
1	0	"t0662"	"20220530"
1	0	"t0663"	"20220530"
1	0	"t1017"	"20220530"
2	0	"t1061"	"20220530"
3	0	"t1206"	"20220530"
2	0	"t1261"	"20220530"
1	0	"t1263"	"20220530"
1	0	"t1412"	"20220530"
1	0	"t1417"	"20220530"
13	0	"t1465"	"20220530"
1	0	"t1609"	"20220530"
1	0	"t1805"	"20220530"
1	0	"t1862"	"20220530"
1	0	"t2007"	"20220530"
1	0	"t2011"	"20220530"
1	0	"t2061"	"20220530"
1	0	"t2204"	"20220530"
1	0	"t2213"	"20220530"
1	0	"t2215"	"20220530"
1	0	"t2261"	"20220530"
1	0	"t2262"	"20220530"
1	0	"t2405"	"20220530"
1	0	"t2417"	"20220530"
1	0	"t2461"	"20220530"
1	0	"t2465"	"20220530"
1	0	"t2467"	"20220530"
3	0	"t2469"	"20220530"
1	0	"t2477"	"20220530"
1	0	"t2478"	"20220530"
2	0	"t2479"	"20220530"
6	0	"t2601"	"20220530"
2	0	"t2603"	"20220530"
2	0	"t2604"	"20220530"
1	0	"t2608"	"20220530"
1	0	"t2610"	"20220530"
1	0	"t2612"	"20220530"
1	0	"t2803"	"20220530"
1	0	"t2805"	"20220530"
1	0	"t2813"	"20220530"
1	0	"t3061"	"20220530"
1	0	"t3063"	"20220530"
3	0	"t3064"	"20220530"
1	0	"t3262"	"20220530"
5	0	NA	"20220530"
