"new_cases"	"deaths"	"teryt"	"date"
1	0	"t0206"	"20211004"
1	0	"t0219"	"20211004"
1	0	"t0220"	"20211004"
7	0	"t0223"	"20211004"
2	0	"t0225"	"20211004"
1	0	"t0261"	"20211004"
2	0	"t0262"	"20211004"
17	0	"t0264"	"20211004"
3	0	"t0401"	"20211004"
1	0	"t0406"	"20211004"
6	0	"t0410"	"20211004"
1	0	"t0414"	"20211004"
6	0	"t0461"	"20211004"
4	0	"t0463"	"20211004"
1	0	"t0464"	"20211004"
15	0	"t0601"	"20211004"
5	0	"t0602"	"20211004"
1	0	"t0603"	"20211004"
3	0	"t0605"	"20211004"
6	0	"t0607"	"20211004"
5	0	"t0608"	"20211004"
7	0	"t0609"	"20211004"
4	0	"t0610"	"20211004"
2	0	"t0611"	"20211004"
2	0	"t0612"	"20211004"
4	0	"t0613"	"20211004"
4	0	"t0614"	"20211004"
5	0	"t0615"	"20211004"
2	0	"t0616"	"20211004"
13	0	"t0617"	"20211004"
2	0	"t0619"	"20211004"
1	0	"t0620"	"20211004"
4	0	"t0661"	"20211004"
10	0	"t0662"	"20211004"
23	0	"t0663"	"20211004"
1	0	"t0804"	"20211004"
2	0	"t0809"	"20211004"
2	0	"t0862"	"20211004"
2	0	"t1001"	"20211004"
2	0	"t1002"	"20211004"
3	0	"t1006"	"20211004"
1	0	"t1008"	"20211004"
2	0	"t1010"	"20211004"
1	0	"t1014"	"20211004"
3	0	"t1020"	"20211004"
7	0	"t1061"	"20211004"
1	0	"t1062"	"20211004"
1	0	"t1063"	"20211004"
1	0	"t1201"	"20211004"
1	0	"t1202"	"20211004"
2	0	"t1203"	"20211004"
4	0	"t1206"	"20211004"
1	0	"t1208"	"20211004"
1	0	"t1209"	"20211004"
1	0	"t1210"	"20211004"
2	0	"t1211"	"20211004"
2	0	"t1212"	"20211004"
6	0	"t1216"	"20211004"
4	0	"t1217"	"20211004"
3	0	"t1218"	"20211004"
2	0	"t1219"	"20211004"
23	0	"t1261"	"20211004"
1	0	"t1263"	"20211004"
2	0	"t1402"	"20211004"
2	0	"t1405"	"20211004"
2	0	"t1406"	"20211004"
2	0	"t1407"	"20211004"
8	0	"t1408"	"20211004"
2	0	"t1409"	"20211004"
2	0	"t1410"	"20211004"
3	0	"t1412"	"20211004"
1	0	"t1414"	"20211004"
2	0	"t1416"	"20211004"
6	0	"t1417"	"20211004"
16	0	"t1418"	"20211004"
1	0	"t1419"	"20211004"
2	0	"t1420"	"20211004"
1	0	"t1421"	"20211004"
2	0	"t1425"	"20211004"
3	0	"t1426"	"20211004"
1	0	"t1427"	"20211004"
2	0	"t1430"	"20211004"
7	0	"t1432"	"20211004"
4	0	"t1433"	"20211004"
4	0	"t1434"	"20211004"
1	0	"t1438"	"20211004"
1	0	"t1462"	"20211004"
3	0	"t1463"	"20211004"
2	0	"t1464"	"20211004"
67	0	"t1465"	"20211004"
1	0	"t1603"	"20211004"
1	0	"t1608"	"20211004"
1	0	"t1609"	"20211004"
3	0	"t1611"	"20211004"
2	0	"t1661"	"20211004"
2	0	"t1801"	"20211004"
1	0	"t1804"	"20211004"
1	0	"t1805"	"20211004"
2	0	"t1806"	"20211004"
3	0	"t1809"	"20211004"
1	0	"t1810"	"20211004"
2	0	"t1813"	"20211004"
2	0	"t1814"	"20211004"
4	0	"t1816"	"20211004"
4	0	"t1818"	"20211004"
1	0	"t1819"	"20211004"
2	0	"t1862"	"20211004"
5	0	"t1863"	"20211004"
1	0	"t2001"	"20211004"
9	0	"t2002"	"20211004"
7	0	"t2003"	"20211004"
2	0	"t2005"	"20211004"
1	0	"t2007"	"20211004"
7	0	"t2008"	"20211004"
1	0	"t2010"	"20211004"
4	0	"t2011"	"20211004"
2	0	"t2012"	"20211004"
3	0	"t2013"	"20211004"
21	0	"t2061"	"20211004"
1	0	"t2063"	"20211004"
3	0	"t2204"	"20211004"
1	0	"t2205"	"20211004"
1	0	"t2206"	"20211004"
1	0	"t2208"	"20211004"
1	0	"t2209"	"20211004"
2	0	"t2213"	"20211004"
4	0	"t2214"	"20211004"
1	0	"t2215"	"20211004"
6	0	"t2216"	"20211004"
13	0	"t2261"	"20211004"
8	0	"t2262"	"20211004"
1	0	"t2263"	"20211004"
1	0	"t2401"	"20211004"
1	0	"t2403"	"20211004"
1	0	"t2404"	"20211004"
1	0	"t2405"	"20211004"
1	0	"t2408"	"20211004"
4	0	"t2409"	"20211004"
2	0	"t2410"	"20211004"
2	0	"t2411"	"20211004"
2	0	"t2415"	"20211004"
1	0	"t2417"	"20211004"
1	0	"t2467"	"20211004"
1	0	"t2468"	"20211004"
2	0	"t2469"	"20211004"
1	0	"t2472"	"20211004"
4	0	"t2475"	"20211004"
1	0	"t2478"	"20211004"
2	0	"t2601"	"20211004"
2	0	"t2604"	"20211004"
1	0	"t2606"	"20211004"
4	0	"t2611"	"20211004"
1	0	"t2613"	"20211004"
1	0	"t2801"	"20211004"
2	0	"t2804"	"20211004"
5	0	"t2805"	"20211004"
1	0	"t2810"	"20211004"
2	0	"t2813"	"20211004"
1	0	"t2814"	"20211004"
1	0	"t2815"	"20211004"
1	0	"t2819"	"20211004"
2	0	"t2861"	"20211004"
3	0	"t2862"	"20211004"
2	0	"t3002"	"20211004"
1	0	"t3009"	"20211004"
1	0	"t3010"	"20211004"
1	0	"t3016"	"20211004"
1	0	"t3017"	"20211004"
1	0	"t3020"	"20211004"
6	0	"t3021"	"20211004"
1	0	"t3026"	"20211004"
2	0	"t3027"	"20211004"
2	0	"t3029"	"20211004"
1	0	"t3061"	"20211004"
11	0	"t3064"	"20211004"
2	0	"t3201"	"20211004"
1	0	"t3204"	"20211004"
1	0	"t3205"	"20211004"
4	0	"t3207"	"20211004"
5	0	"t3208"	"20211004"
2	0	"t3210"	"20211004"
5	0	"t3211"	"20211004"
1	0	"t3213"	"20211004"
3	0	"t3261"	"20211004"
21	0	"t3262"	"20211004"
1	0	"t3263"	"20211004"
11	0	NA	"20211004"
