"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
245	12	0	"t0201"	"20210324"
171	27	0	"t0202"	"20210324"
138	6	0	"t0203"	"20210324"
68	0	0	"t0204"	"20210324"
132	99	0	"t0205"	"20210324"
285	13	0	"t0206"	"20210324"
42	0	0	"t0207"	"20210324"
566	97	0	"t0208"	"20210324"
91	4	0	"t0209"	"20210324"
165	49	0	"t0210"	"20210324"
523	194	0	"t0211"	"20210324"
143	59	0	"t0212"	"20210324"
207	8	0	"t0213"	"20210324"
90	17	0	"t0214"	"20210324"
383	162	0	"t0215"	"20210324"
90	31	0	"t0216"	"20210324"
203	65	0	"t0217"	"20210324"
174	58	0	"t0218"	"20210324"
370	177	0	"t0219"	"20210324"
338	77	0	"t0220"	"20210324"
120	1	0	"t0221"	"20210324"
30	0	0	"t0222"	"20210324"
355	112	0	"t0223"	"20210324"
224	15	0	"t0224"	"20210324"
186	13	0	"t0225"	"20210324"
108	29	0	"t0226"	"20210324"
321	29	0	"t0261"	"20210324"
302	87	0	"t0262"	"20210324"
2535	559	0	"t0264"	"20210324"
1605	399	0	"t0265"	"20210324"
752	99	0	"t0401"	"20210324"
282	29	0	"t0402"	"20210324"
281	44	0	"t0403"	"20210324"
162	1	0	"t0404"	"20210324"
120	13	0	"t0405"	"20210324"
109	12	0	"t0406"	"20210324"
518	47	0	"t0407"	"20210324"
120	0	0	"t0408"	"20210324"
56	6	0	"t0409"	"20210324"
111	0	0	"t0410"	"20210324"
77	0	0	"t0411"	"20210324"
30	0	0	"t0412"	"20210324"
178	12	0	"t0413"	"20210324"
134	1	0	"t0414"	"20210324"
202	34	0	"t0415"	"20210324"
96	6	0	"t0416"	"20210324"
98	54	0	"t0417"	"20210324"
266	23	0	"t0418"	"20210324"
184	0	0	"t0419"	"20210324"
1187	149	0	"t0461"	"20210324"
1053	36	0	"t0462"	"20210324"
445	59	0	"t0463"	"20210324"
257	0	0	"t0464"	"20210324"
190	24	0	"t0601"	"20210324"
243	2	0	"t0602"	"20210324"
240	0	0	"t0603"	"20210324"
217	54	0	"t0604"	"20210324"
139	6	0	"t0605"	"20210324"
112	0	0	"t0606"	"20210324"
251	18	0	"t0607"	"20210324"
199	23	0	"t0608"	"20210324"
388	15	0	"t0609"	"20210324"
108	7	0	"t0610"	"20210324"
219	81	0	"t0611"	"20210324"
210	0	0	"t0612"	"20210324"
51	28	0	"t0613"	"20210324"
389	73	0	"t0614"	"20210324"
154	32	0	"t0615"	"20210324"
263	39	0	"t0616"	"20210324"
174	17	0	"t0617"	"20210324"
145	23	0	"t0618"	"20210324"
121	7	0	"t0619"	"20210324"
198	25	0	"t0620"	"20210324"
380	15	0	"t0661"	"20210324"
179	31	0	"t0662"	"20210324"
1845	309	0	"t0663"	"20210324"
609	8	0	"t0664"	"20210324"
35	1	0	"t0801"	"20210324"
356	11	0	"t0802"	"20210324"
241	105	0	"t0803"	"20210324"
201	30	0	"t0804"	"20210324"
188	6	0	"t0805"	"20210324"
124	11	0	"t0806"	"20210324"
116	18	0	"t0807"	"20210324"
94	29	0	"t0808"	"20210324"
208	25	0	"t0809"	"20210324"
350	32	0	"t0810"	"20210324"
374	43	0	"t0811"	"20210324"
18	0	0	"t0812"	"20210324"
476	62	0	"t0861"	"20210324"
520	25	0	"t0862"	"20210324"
111	12	0	"t1001"	"20210324"
216	12	0	"t1002"	"20210324"
80	0	0	"t1003"	"20210324"
184	27	0	"t1004"	"20210324"
296	67	0	"t1005"	"20210324"
119	0	0	"t1006"	"20210324"
63	12	0	"t1007"	"20210324"
474	141	0	"t1008"	"20210324"
66	0	0	"t1009"	"20210324"
141	6	0	"t1010"	"20210324"
91	21	0	"t1011"	"20210324"
400	49	0	"t1012"	"20210324"
87	36	0	"t1013"	"20210324"
173	0	0	"t1014"	"20210324"
49	0	0	"t1015"	"20210324"
191	107	0	"t1016"	"20210324"
252	0	0	"t1017"	"20210324"
149	6	0	"t1018"	"20210324"
246	105	0	"t1019"	"20210324"
262	55	0	"t1020"	"20210324"
110	80	0	"t1021"	"20210324"
2360	395	0	"t1061"	"20210324"
148	7	0	"t1062"	"20210324"
130	11	0	"t1063"	"20210324"
87	12	0	"t1201"	"20210324"
283	49	0	"t1202"	"20210324"
218	11	0	"t1203"	"20210324"
88	0	0	"t1204"	"20210324"
251	51	0	"t1205"	"20210324"
409	57	0	"t1206"	"20210324"
193	38	0	"t1207"	"20210324"
378	76	0	"t1208"	"20210324"
256	51	0	"t1209"	"20210324"
458	46	0	"t1210"	"20210324"
410	36	0	"t1211"	"20210324"
266	0	0	"t1212"	"20210324"
266	29	0	"t1213"	"20210324"
49	0	0	"t1214"	"20210324"
262	2	0	"t1215"	"20210324"
217	38	0	"t1216"	"20210324"
101	0	0	"t1217"	"20210324"
248	53	0	"t1218"	"20210324"
206	27	0	"t1219"	"20210324"
3021	554	0	"t1261"	"20210324"
50	0	0	"t1262"	"20210324"
116	0	0	"t1263"	"20210324"
84	2	0	"t1401"	"20210324"
201	25	0	"t1402"	"20210324"
178	0	0	"t1403"	"20210324"
6	0	0	"t1404"	"20210324"
78	46	0	"t1405"	"20210324"
374	74	0	"t1406"	"20210324"
201	22	0	"t1407"	"20210324"
220	1	0	"t1408"	"20210324"
172	44	0	"t1409"	"20210324"
37	0	0	"t1410"	"20210324"
87	13	0	"t1411"	"20210324"
425	26	0	"t1412"	"20210324"
199	14	0	"t1413"	"20210324"
215	70	0	"t1414"	"20210324"
90	0	0	"t1415"	"20210324"
152	49	0	"t1416"	"20210324"
355	29	0	"t1417"	"20210324"
420	11	0	"t1418"	"20210324"
281	35	0	"t1419"	"20210324"
147	1	0	"t1420"	"20210324"
184	30	0	"t1421"	"20210324"
63	0	0	"t1422"	"20210324"
177	2	0	"t1423"	"20210324"
46	13	0	"t1424"	"20210324"
284	14	0	"t1425"	"20210324"
69	0	0	"t1426"	"20210324"
110	12	0	"t1427"	"20210324"
152	10	0	"t1428"	"20210324"
81	0	0	"t1429"	"20210324"
42	12	0	"t1430"	"20210324"
258	105	0	"t1432"	"20210324"
131	1	0	"t1433"	"20210324"
235	54	0	"t1434"	"20210324"
140	24	0	"t1435"	"20210324"
110	13	0	"t1436"	"20210324"
154	19	0	"t1437"	"20210324"
99	0	0	"t1438"	"20210324"
498	114	0	"t1461"	"20210324"
432	158	0	"t1462"	"20210324"
1042	120	0	"t1463"	"20210324"
595	253	0	"t1464"	"20210324"
7599	1154	0	"t1465"	"20210324"
425	42	0	"t1601"	"20210324"
149	0	0	"t1602"	"20210324"
236	19	0	"t1603"	"20210324"
166	41	0	"t1604"	"20210324"
199	6	0	"t1605"	"20210324"
66	5	0	"t1606"	"20210324"
274	51	0	"t1607"	"20210324"
92	0	0	"t1608"	"20210324"
353	183	0	"t1609"	"20210324"
75	0	0	"t1610"	"20210324"
