"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
1	0	1	"t0202"	"20231209"
2	0	1	"t0214"	"20231209"
1	0	1	"t0215"	"20231209"
1	0	1	"t0217"	"20231209"
11	0	10	"t0264"	"20231209"
2	0	2	"t0461"	"20231209"
2	0	2	"t0462"	"20231209"
1	0	1	"t0609"	"20231209"
12	0	12	"t0663"	"20231209"
2	0	2	"t0804"	"20231209"
1	0	1	"t0806"	"20231209"
1	0	1	"t0807"	"20231209"
2	0	1	"t0861"	"20231209"
1	0	1	"t0862"	"20231209"
2	0	1	"t1001"	"20231209"
1	0	1	"t1002"	"20231209"
1	0	1	"t1004"	"20231209"
1	0	1	"t1006"	"20231209"
1	0	1	"t1018"	"20231209"
12	0	11	"t1061"	"20231209"
6	0	6	"t1206"	"20231209"
3	0	3	"t1213"	"20231209"
1	0	1	"t1219"	"20231209"
6	0	6	"t1261"	"20231209"
1	0	1	"t1263"	"20231209"
1	0	1	"t1405"	"20231209"
1	0	1	"t1408"	"20231209"
3	0	3	"t1418"	"20231209"
1	0	1	"t1420"	"20231209"
3	0	3	"t1432"	"20231209"
3	0	3	"t1433"	"20231209"
1	1	0	"t1434"	"20231209"
24	1	22	"t1465"	"20231209"
1	0	1	"t1661"	"20231209"
2	0	2	"t1810"	"20231209"
1	0	1	"t1863"	"20231209"
2	0	2	"t2004"	"20231209"
2	0	2	"t2061"	"20231209"
1	0	1	"t2204"	"20231209"
1	0	1	"t2206"	"20231209"
2	0	2	"t2261"	"20231209"
1	0	1	"t2403"	"20231209"
1	0	1	"t2461"	"20231209"
1	0	1	"t2464"	"20231209"
6	0	5	"t2466"	"20231209"
3	0	3	"t2469"	"20231209"
1	0	1	"t2475"	"20231209"
1	0	1	"t2478"	"20231209"
2	0	2	"t2603"	"20231209"
2	0	2	"t2606"	"20231209"
6	1	5	"t2661"	"20231209"
1	0	1	"t2803"	"20231209"
1	0	1	"t3015"	"20231209"
1	0	1	"t3017"	"20231209"
5	0	3	"t3021"	"20231209"
2	0	2	"t3024"	"20231209"
1	0	1	"t3062"	"20231209"
4	0	4	"t3064"	"20231209"
2	0	2	"t3207"	"20231209"
3	0	3	"t3261"	"20231209"
4	0	4	"t3262"	"20231209"
1	0	1	"t3263"	"20231209"
