"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
1	0	1	"t0211"	"20230630"
4	1	3	"t0264"	"20230630"
2	0	1	"t0463"	"20230630"
1	0	1	"t0663"	"20230630"
1	0	1	"t0862"	"20230630"
2	0	2	"t1061"	"20230630"
1	0	1	"t1206"	"20230630"
14	0	8	"t1261"	"20230630"
1	0	1	"t1262"	"20230630"
1	0	1	"t1418"	"20230630"
4	0	4	"t1424"	"20230630"
1	0	1	"t1432"	"20230630"
14	0	14	"t1465"	"20230630"
1	0	1	"t1661"	"20230630"
1	0	1	"t1810"	"20230630"
1	0	1	"t1818"	"20230630"
1	0	1	"t2061"	"20230630"
1	0	1	"t2204"	"20230630"
1	0	1	"t2208"	"20230630"
1	0	1	"t2214"	"20230630"
10	0	10	"t2461"	"20230630"
1	0	1	"t2464"	"20230630"
2	0	2	"t2465"	"20230630"
2	0	2	"t2466"	"20230630"
1	0	1	"t2469"	"20230630"
5	0	4	"t2807"	"20230630"
2	0	2	"t2862"	"20230630"
4	0	4	"t3019"	"20230630"
9	1	8	"t3064"	"20230630"
