"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
23	5	17	"t0201"	"20220323"
30	4	22	"t0202"	"20220323"
31	8	20	"t0203"	"20220323"
5	2	3	"t0204"	"20220323"
3	1	2	"t0205"	"20220323"
8	2	5	"t0206"	"20220323"
12	0	11	"t0207"	"20220323"
77	10	52	"t0208"	"20220323"
25	6	17	"t0209"	"20220323"
13	0	3	"t0210"	"20220323"
28	5	19	"t0211"	"20220323"
13	2	7	"t0212"	"20220323"
1	0	1	"t0213"	"20220323"
43	3	35	"t0214"	"20220323"
2	0	2	"t0215"	"20220323"
6	1	4	"t0216"	"20220323"
18	0	17	"t0217"	"20220323"
6	1	2	"t0218"	"20220323"
32	9	17	"t0219"	"20220323"
64	8	55	"t0220"	"20220323"
7	0	7	"t0221"	"20220323"
10	2	3	"t0222"	"20220323"
78	21	52	"t0223"	"20220323"
4	3	1	"t0224"	"20220323"
54	13	31	"t0225"	"20220323"
4	1	3	"t0226"	"20220323"
35	2	27	"t0261"	"20220323"
34	2	28	"t0262"	"20220323"
413	43	321	"t0264"	"20220323"
90	19	62	"t0265"	"20220323"
41	6	26	"t0401"	"20220323"
37	11	20	"t0402"	"20220323"
35	7	23	"t0403"	"20220323"
10	4	6	"t0404"	"20220323"
17	4	13	"t0405"	"20220323"
1	0	1	"t0406"	"20220323"
6	0	1	"t0407"	"20220323"
15	1	11	"t0409"	"20220323"
21	11	7	"t0410"	"20220323"
19	3	15	"t0411"	"20220323"
3	0	3	"t0412"	"20220323"
30	4	26	"t0413"	"20220323"
37	11	24	"t0414"	"20220323"
37	11	21	"t0415"	"20220323"
39	25	10	"t0416"	"20220323"
19	7	10	"t0417"	"20220323"
17	3	13	"t0418"	"20220323"
147	34	103	"t0461"	"20220323"
40	8	27	"t0462"	"20220323"
79	8	64	"t0463"	"20220323"
56	12	33	"t0464"	"20220323"
19	8	10	"t0601"	"20220323"
14	1	12	"t0602"	"20220323"
4	1	3	"t0603"	"20220323"
14	1	11	"t0604"	"20220323"
3	2	1	"t0605"	"20220323"
12	6	4	"t0606"	"20220323"
32	13	19	"t0607"	"20220323"
11	5	4	"t0608"	"20220323"
19	9	7	"t0609"	"20220323"
3	1	2	"t0610"	"20220323"
