"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
64	0	64	"t0201"	"20221021"
84	1	82	"t0202"	"20221021"
90	1	89	"t0203"	"20221021"
4	0	4	"t0205"	"20221021"
31	0	31	"t0206"	"20221021"
7	0	7	"t0207"	"20221021"
71	0	71	"t0208"	"20221021"
52	0	52	"t0209"	"20221021"
4	0	4	"t0210"	"20221021"
24	0	23	"t0211"	"20221021"
18	0	18	"t0212"	"20221021"
9	0	9	"t0213"	"20221021"
58	6	50	"t0214"	"20221021"
7	0	7	"t0215"	"20221021"
9	0	9	"t0216"	"20221021"
9	0	9	"t0217"	"20221021"
12	0	12	"t0218"	"20221021"
48	0	48	"t0219"	"20221021"
1	0	1	"t0220"	"20221021"
16	1	15	"t0221"	"20221021"
18	0	18	"t0222"	"20221021"
41	0	37	"t0223"	"20221021"
36	0	36	"t0224"	"20221021"
11	0	11	"t0225"	"20221021"
6	0	6	"t0226"	"20221021"
35	0	35	"t0261"	"20221021"
72	0	72	"t0262"	"20221021"
498	2	490	"t0264"	"20221021"
71	0	71	"t0265"	"20221021"
34	0	34	"t0401"	"20221021"
38	1	36	"t0403"	"20221021"
37	1	36	"t0404"	"20221021"
10	0	10	"t0405"	"20221021"
8	0	8	"t0406"	"20221021"
51	0	51	"t0407"	"20221021"
16	0	16	"t0408"	"20221021"
4	0	3	"t0410"	"20221021"
35	0	35	"t0411"	"20221021"
9	1	8	"t0412"	"20221021"
7	1	6	"t0413"	"20221021"
23	0	23	"t0414"	"20221021"
4	0	4	"t0415"	"20221021"
24	0	24	"t0416"	"20221021"
21	0	21	"t0417"	"20221021"
47	1	46	"t0418"	"20221021"
64	0	64	"t0419"	"20221021"
208	1	206	"t0461"	"20221021"
32	0	30	"t0462"	"20221021"
141	0	139	"t0463"	"20221021"
19	0	17	"t0464"	"20221021"
20	0	20	"t0601"	"20221021"
54	0	53	"t0602"	"20221021"
23	1	22	"t0603"	"20221021"
7	0	7	"t0604"	"20221021"
18	0	18	"t0606"	"20221021"
8	0	8	"t0607"	"20221021"
1	0	1	"t0608"	"20221021"
13	0	13	"t0609"	"20221021"
39	0	39	"t0610"	"20221021"
46	0	44	"t0612"	"20221021"
67	0	67	"t0614"	"20221021"
3	0	3	"t0615"	"20221021"
19	0	19	"t0617"	"20221021"
32	0	32	"t0618"	"20221021"
6	0	6	"t0619"	"20221021"
70	0	70	"t0620"	"20221021"
29	0	29	"t0661"	"20221021"
41	2	38	"t0662"	"20221021"
191	3	182	"t0663"	"20221021"
5	0	5	"t0664"	"20221021"
7	0	7	"t0802"	"20221021"
36	0	36	"t0803"	"20221021"
50	0	50	"t0804"	"20221021"
28	0	26	"t0805"	"20221021"
4	0	4	"t0806"	"20221021"
27	0	27	"t0807"	"20221021"
1	0	1	"t0808"	"20221021"
18	0	18	"t0809"	"20221021"
17	0	17	"t0810"	"20221021"
25	0	25	"t0811"	"20221021"
58	1	54	"t0861"	"20221021"
67	0	67	"t0862"	"20221021"
30	1	28	"t1001"	"20221021"
34	3	27	"t1002"	"20221021"
14	0	14	"t1005"	"20221021"
11	0	11	"t1006"	"20221021"
1	0	1	"t1007"	"20221021"
47	0	47	"t1008"	"20221021"
28	0	28	"t1010"	"20221021"
37	1	36	"t1012"	"20221021"
22	0	22	"t1013"	"20221021"
22	0	22	"t1014"	"20221021"
29	0	29	"t1016"	"20221021"
32	0	32	"t1017"	"20221021"
23	0	23	"t1018"	"20221021"
34	0	34	"t1019"	"20221021"
80	0	78	"t1020"	"20221021"
10	0	10	"t1021"	"20221021"
404	1	400	"t1061"	"20221021"
27	0	27	"t1062"	"20221021"
106	1	98	"t1063"	"20221021"
37	0	37	"t1201"	"20221021"
15	0	15	"t1202"	"20221021"
65	0	63	"t1203"	"20221021"
11	0	11	"t1205"	"20221021"
73	2	68	"t1206"	"20221021"
3	0	3	"t1207"	"20221021"
15	0	15	"t1208"	"20221021"
32	3	28	"t1209"	"20221021"
13	2	10	"t1210"	"20221021"
16	0	15	"t1212"	"20221021"
39	0	39	"t1213"	"20221021"
31	11	17	"t1214"	"20221021"
85	0	85	"t1215"	"20221021"
29	0	29	"t1216"	"20221021"
28	0	27	"t1217"	"20221021"
27	0	27	"t1218"	"20221021"
34	0	34	"t1219"	"20221021"
740	9	723	"t1261"	"20221021"
37	0	36	"t1262"	"20221021"
42	3	39	"t1263"	"20221021"
21	0	21	"t1401"	"20221021"
4	0	4	"t1402"	"20221021"
43	0	43	"t1403"	"20221021"
4	0	4	"t1404"	"20221021"
16	0	16	"t1405"	"20221021"
27	0	26	"t1406"	"20221021"
10	0	10	"t1407"	"20221021"
72	1	71	"t1408"	"20221021"
15	0	15	"t1411"	"20221021"
76	0	72	"t1412"	"20221021"
5	0	5	"t1413"	"20221021"
24	0	24	"t1415"	"20221021"
6	0	6	"t1416"	"20221021"
41	0	41	"t1417"	"20221021"
102	2	100	"t1418"	"20221021"
21	0	21	"t1419"	"20221021"
106	2	104	"t1421"	"20221021"
45	1	44	"t1422"	"20221021"
28	0	28	"t1423"	"20221021"
2	0	2	"t1425"	"20221021"
10	0	10	"t1426"	"20221021"
32	0	32	"t1427"	"20221021"
7	0	7	"t1428"	"20221021"
128	0	127	"t1432"	"20221021"
5	0	5	"t1433"	"20221021"
113	2	107	"t1434"	"20221021"
31	1	30	"t1435"	"20221021"
36	2	34	"t1437"	"20221021"
20	2	18	"t1438"	"20221021"
5	0	4	"t1461"	"20221021"
66	1	62	"t1462"	"20221021"
59	0	59	"t1463"	"20221021"
27	3	21	"t1464"	"20221021"
1564	20	1510	"t1465"	"20221021"
24	1	22	"t1601"	"20221021"
27	1	26	"t1602"	"20221021"
41	0	41	"t1603"	"20221021"
37	0	37	"t1604"	"20221021"
6	0	6	"t1605"	"20221021"
23	0	23	"t1606"	"20221021"
46	0	46	"t1607"	"20221021"
33	0	33	"t1608"	"20221021"
32	0	32	"t1609"	"20221021"
6	0	6	"t1610"	"20221021"
8	1	7	"t1611"	"20221021"
73	1	72	"t1661"	"20221021"
5	0	5	"t1802"	"20221021"
53	2	51	"t1803"	"20221021"
12	0	12	"t1804"	"20221021"
12	0	12	"t1808"	"20221021"
12	0	12	"t1809"	"20221021"
6	0	6	"t1810"	"20221021"
18	0	18	"t1811"	"20221021"
11	0	11	"t1813"	"20221021"
10	0	10	"t1814"	"20221021"
14	0	14	"t1815"	"20221021"
45	0	45	"t1816"	"20221021"
13	0	13	"t1817"	"20221021"
