"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
6	0	6	"t0201"	"20220406"
5	4	0	"t0202"	"20220406"
17	1	15	"t0203"	"20220406"
23	2	20	"t0204"	"20220406"
2	0	1	"t0205"	"20220406"
2	0	2	"t0206"	"20220406"
9	2	7	"t0208"	"20220406"
1	0	1	"t0210"	"20220406"
18	1	17	"t0211"	"20220406"
27	2	24	"t0214"	"20220406"
29	4	25	"t0219"	"20220406"
6	0	4	"t0220"	"20220406"
3	2	1	"t0222"	"20220406"
17	0	17	"t0223"	"20220406"
4	0	4	"t0224"	"20220406"
39	6	32	"t0225"	"20220406"
7	2	4	"t0226"	"20220406"
37	3	32	"t0261"	"20220406"
31	2	29	"t0262"	"20220406"
307	19	263	"t0264"	"20220406"
25	3	20	"t0265"	"20220406"
21	4	17	"t0401"	"20220406"
13	2	9	"t0403"	"20220406"
5	1	4	"t0404"	"20220406"
26	1	24	"t0406"	"20220406"
5	0	5	"t0407"	"20220406"
3	1	2	"t0408"	"20220406"
17	1	16	"t0409"	"20220406"
5	1	4	"t0410"	"20220406"
20	1	17	"t0413"	"20220406"
6	0	5	"t0414"	"20220406"
28	8	19	"t0415"	"20220406"
7	1	6	"t0417"	"20220406"
2	1	0	"t0418"	"20220406"
11	0	11	"t0419"	"20220406"
125	17	96	"t0461"	"20220406"
9	0	6	"t0462"	"20220406"
77	10	65	"t0463"	"20220406"
15	3	9	"t0464"	"20220406"
13	2	6	"t0602"	"20220406"
13	1	11	"t0604"	"20220406"
2	0	1	"t0605"	"20220406"
5	1	4	"t0606"	"20220406"
4	1	2	"t0607"	"20220406"
4	0	3	"t0610"	"20220406"
26	8	14	"t0611"	"20220406"
10	5	5	"t0613"	"20220406"
6	0	6	"t0617"	"20220406"
6	0	6	"t0618"	"20220406"
4	4	0	"t0619"	"20220406"
39	7	24	"t0662"	"20220406"
91	13	68	"t0663"	"20220406"
14	3	11	"t0664"	"20220406"
1	0	1	"t0801"	"20220406"
14	7	4	"t0802"	"20220406"
6	1	5	"t0803"	"20220406"
21	1	19	"t0804"	"20220406"
8	1	7	"t0805"	"20220406"
19	5	14	"t0806"	"20220406"
4	0	4	"t0807"	"20220406"
3	1	2	"t0808"	"20220406"
6	1	5	"t0809"	"20220406"
10	0	10	"t0810"	"20220406"
14	2	11	"t0811"	"20220406"
54	7	36	"t0861"	"20220406"
23	0	21	"t0862"	"20220406"
35	6	17	"t1001"	"20220406"
12	5	7	"t1002"	"20220406"
8	0	8	"t1004"	"20220406"
11	1	9	"t1006"	"20220406"
26	4	18	"t1007"	"20220406"
30	2	22	"t1008"	"20220406"
17	4	7	"t1009"	"20220406"
2	0	2	"t1010"	"20220406"
23	9	13	"t1012"	"20220406"
13	0	13	"t1014"	"20220406"
11	4	6	"t1017"	"20220406"
33	3	29	"t1019"	"20220406"
18	0	16	"t1020"	"20220406"
19	6	11	"t1021"	"20220406"
185	23	142	"t1061"	"20220406"
24	3	14	"t1062"	"20220406"
14	1	11	"t1063"	"20220406"
17	1	14	"t1201"	"20220406"
6	0	6	"t1202"	"20220406"
12	0	12	"t1203"	"20220406"
5	0	4	"t1204"	"20220406"
10	3	5	"t1205"	"20220406"
22	6	15	"t1206"	"20220406"
18	3	12	"t1207"	"20220406"
35	6	29	"t1209"	"20220406"
8	0	8	"t1210"	"20220406"
12	3	7	"t1211"	"20220406"
40	13	20	"t1212"	"20220406"
10	3	7	"t1213"	"20220406"
10	2	8	"t1217"	"20220406"
13	4	8	"t1218"	"20220406"
15	0	12	"t1219"	"20220406"
561	51	477	"t1261"	"20220406"
40	6	27	"t1262"	"20220406"
30	2	27	"t1263"	"20220406"
10	1	8	"t1402"	"20220406"
14	0	14	"t1405"	"20220406"
18	3	15	"t1406"	"20220406"
33	3	26	"t1408"	"20220406"
14	2	12	"t1412"	"20220406"
7	0	6	"t1413"	"20220406"
10	2	5	"t1414"	"20220406"
2	0	2	"t1416"	"20220406"
35	5	28	"t1417"	"20220406"
90	11	68	"t1418"	"20220406"
12	2	8	"t1419"	"20220406"
1	0	0	"t1420"	"20220406"
65	10	44	"t1421"	"20220406"
9	3	3	"t1422"	"20220406"
2	2	0	"t1424"	"20220406"
18	0	17	"t1425"	"20220406"
4	1	3	"t1427"	"20220406"
19	3	16	"t1428"	"20220406"
3	3	0	"t1429"	"20220406"
32	0	30	"t1432"	"20220406"
80	11	66	"t1434"	"20220406"
22	6	13	"t1461"	"20220406"
29	5	17	"t1462"	"20220406"
31	2	22	"t1463"	"20220406"
18	2	14	"t1464"	"20220406"
1018	129	745	"t1465"	"20220406"
41	2	32	"t1601"	"20220406"
13	3	10	"t1602"	"20220406"
14	1	12	"t1603"	"20220406"
7	0	5	"t1604"	"20220406"
1	1	0	"t1605"	"20220406"
2	0	0	"t1606"	"20220406"
19	3	14	"t1607"	"20220406"
12	5	7	"t1608"	"20220406"
27	2	24	"t1609"	"20220406"
5	0	5	"t1610"	"20220406"
6	2	4	"t1611"	"20220406"
36	11	19	"t1661"	"20220406"
2	2	0	"t1802"	"20220406"
