"new_cases"	"deaths"	"teryt"	"date"
1	0	"t0211"	"20240222"
1	0	"t0218"	"20240222"
1	0	"t0223"	"20240222"
1	0	"t0261"	"20240222"
5	0	"t0264"	"20240222"
5	0	"t0403"	"20240222"
1	0	"t0406"	"20240222"
1	0	"t0407"	"20240222"
1	0	"t0408"	"20240222"
3	0	"t0410"	"20240222"
1	0	"t0411"	"20240222"
1	0	"t0414"	"20240222"
1	0	"t0417"	"20240222"
1	0	"t0418"	"20240222"
11	0	"t0461"	"20240222"
1	0	"t0463"	"20240222"
1	0	"t0464"	"20240222"
1	0	"t0601"	"20240222"
1	0	"t0602"	"20240222"
7	0	"t0604"	"20240222"
1	0	"t0609"	"20240222"
2	0	"t0610"	"20240222"
1	0	"t0611"	"20240222"
2	0	"t0612"	"20240222"
2	0	"t0614"	"20240222"
1	0	"t0615"	"20240222"
2	0	"t0617"	"20240222"
4	0	"t0620"	"20240222"
3	0	"t0661"	"20240222"
3	0	"t0663"	"20240222"
1	0	"t0664"	"20240222"
2	0	"t0801"	"20240222"
1	0	"t1012"	"20240222"
2	0	"t1016"	"20240222"
1	0	"t1017"	"20240222"
1	0	"t1020"	"20240222"
1	0	"t1061"	"20240222"
1	0	"t1201"	"20240222"
3	0	"t1261"	"20240222"
2	0	"t1401"	"20240222"
2	0	"t1403"	"20240222"
1	0	"t1404"	"20240222"
1	0	"t1407"	"20240222"
2	0	"t1410"	"20240222"
1	0	"t1413"	"20240222"
1	0	"t1416"	"20240222"
2	0	"t1417"	"20240222"
1	0	"t1418"	"20240222"
1	0	"t1421"	"20240222"
1	0	"t1424"	"20240222"
1	0	"t1425"	"20240222"
1	0	"t1427"	"20240222"
1	0	"t1430"	"20240222"
1	0	"t1432"	"20240222"
1	0	"t1434"	"20240222"
1	0	"t1435"	"20240222"
1	0	"t1463"	"20240222"
3	0	"t1464"	"20240222"
5	0	"t1465"	"20240222"
1	0	"t1605"	"20240222"
1	0	"t1607"	"20240222"
1	0	"t1661"	"20240222"
1	0	"t1805"	"20240222"
1	0	"t1806"	"20240222"
1	0	"t1809"	"20240222"
1	0	"t1810"	"20240222"
1	0	"t1862"	"20240222"
1	0	"t2002"	"20240222"
1	0	"t2004"	"20240222"
1	0	"t2007"	"20240222"
1	0	"t2011"	"20240222"
1	0	"t2013"	"20240222"
6	0	"t2061"	"20240222"
1	0	"t2207"	"20240222"
1	0	"t2212"	"20240222"
1	0	"t2215"	"20240222"
1	0	"t2261"	"20240222"
3	0	"t2262"	"20240222"
1	0	"t2409"	"20240222"
1	0	"t2415"	"20240222"
1	0	"t2464"	"20240222"
1	0	"t2465"	"20240222"
2	0	"t2469"	"20240222"
2	1	"t2475"	"20240222"
1	0	"t2478"	"20240222"
1	0	"t2605"	"20240222"
1	0	"t2610"	"20240222"
1	0	"t2801"	"20240222"
1	0	"t2802"	"20240222"
3	0	"t2803"	"20240222"
1	0	"t2806"	"20240222"
2	0	"t2812"	"20240222"
1	0	"t2816"	"20240222"
1	0	"t3005"	"20240222"
1	0	"t3010"	"20240222"
1	0	"t3017"	"20240222"
1	0	"t3031"	"20240222"
2	0	"t3064"	"20240222"
5	0	"t3210"	"20240222"
1	0	"t3262"	"20240222"
2	0	NA	"20240222"
