"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
209	0	209	"t0201"	"20220821"
171	0	171	"t0203"	"20220821"
182	0	182	"t0204"	"20220821"
112	0	112	"t0208"	"20220821"
3	0	3	"t0213"	"20220821"
207	1	206	"t0214"	"20220821"
13	0	13	"t0215"	"20220821"
1	0	1	"t0219"	"20220821"
7	0	7	"t0221"	"20220821"
7	0	7	"t0223"	"20220821"
117	0	117	"t0224"	"20220821"
73	0	73	"t0225"	"20220821"
6	0	6	"t0261"	"20220821"
6	0	6	"t0262"	"20220821"
430	7	406	"t0264"	"20220821"
62	0	62	"t0265"	"20220821"
30	0	30	"t0404"	"20220821"
159	0	158	"t0407"	"20220821"
11	0	11	"t0408"	"20220821"
6	0	6	"t0409"	"20220821"
27	0	27	"t0410"	"20220821"
84	0	84	"t0414"	"20220821"
4	1	3	"t0418"	"20220821"
87	0	87	"t0419"	"20220821"
266	1	264	"t0461"	"20220821"
6	0	6	"t0462"	"20220821"
37	0	36	"t0463"	"20220821"
11	1	10	"t0464"	"20220821"
36	0	36	"t0609"	"20220821"
81	0	80	"t0614"	"20220821"
4	0	4	"t0617"	"20220821"
21	2	18	"t0618"	"20220821"
27	0	27	"t0662"	"20220821"
143	0	142	"t0663"	"20220821"
3	0	3	"t0801"	"20220821"
57	0	53	"t0803"	"20220821"
3	0	3	"t0804"	"20220821"
1	0	1	"t0806"	"20220821"
2	1	1	"t0807"	"20220821"
26	0	25	"t0808"	"20220821"
12	0	12	"t0809"	"20220821"
2	0	1	"t0810"	"20220821"
22	0	22	"t0811"	"20220821"
32	0	31	"t0861"	"20220821"
51	1	48	"t0862"	"20220821"
31	0	31	"t1001"	"20220821"
32	0	32	"t1002"	"20220821"
6	0	6	"t1005"	"20220821"
118	0	118	"t1006"	"20220821"
1	0	1	"t1008"	"20220821"
6	0	6	"t1010"	"20220821"
45	0	45	"t1012"	"20220821"
52	0	52	"t1014"	"20220821"
22	0	22	"t1016"	"20220821"
18	0	16	"t1017"	"20220821"
12	3	9	"t1018"	"20220821"
4	0	4	"t1019"	"20220821"
22	0	22	"t1020"	"20220821"
39	0	39	"t1021"	"20220821"
335	8	319	"t1061"	"20220821"
31	0	31	"t1063"	"20220821"
4	1	3	"t1201"	"20220821"
18	0	18	"t1202"	"20220821"
6	1	5	"t1203"	"20220821"
13	0	13	"t1206"	"20220821"
3	0	3	"t1207"	"20220821"
53	0	52	"t1209"	"20220821"
34	0	32	"t1210"	"20220821"
40	1	37	"t1211"	"20220821"
19	0	16	"t1212"	"20220821"
371	3	364	"t1213"	"20220821"
4	0	4	"t1214"	"20220821"
1	0	1	"t1215"	"20220821"
71	0	71	"t1216"	"20220821"
74	0	72	"t1218"	"20220821"
26	0	24	"t1219"	"20220821"
222	4	206	"t1261"	"20220821"
75	0	73	"t1262"	"20220821"
14	4	10	"t1263"	"20220821"
25	4	21	"t1405"	"20220821"
6	0	5	"t1406"	"20220821"
9	0	9	"t1408"	"20220821"
20	0	17	"t1409"	"20220821"
59	0	59	"t1412"	"20220821"
46	2	42	"t1414"	"20220821"
229	0	228	"t1418"	"20220821"
2	0	2	"t1419"	"20220821"
71	0	71	"t1420"	"20220821"
208	0	207	"t1421"	"20220821"
1	0	1	"t1422"	"20220821"
146	0	146	"t1425"	"20220821"
62	0	62	"t1429"	"20220821"
126	1	122	"t1432"	"20220821"
43	1	42	"t1433"	"20220821"
7	0	7	"t1434"	"20220821"
2	0	2	"t1435"	"20220821"
4	0	3	"t1461"	"20220821"
8	1	6	"t1462"	"20220821"
8	0	8	"t1463"	"20220821"
1	0	1	"t1464"	"20220821"
675	15	584	"t1465"	"20220821"
18	1	17	"t1601"	"20220821"
5	0	5	"t1602"	"20220821"
46	0	46	"t1603"	"20220821"
4	1	3	"t1604"	"20220821"
2	0	2	"t1608"	"20220821"
10	0	10	"t1609"	"20220821"
11	1	9	"t1661"	"20220821"
4	0	4	"t1802"	"20220821"
2	0	2	"t1803"	"20220821"
49	0	49	"t1804"	"20220821"
48	0	48	"t1807"	"20220821"
4	1	3	"t1811"	"20220821"
5	1	4	"t1814"	"20220821"
4	0	4	"t1818"	"20220821"
6	0	6	"t1819"	"20220821"
21	1	20	"t1821"	"20220821"
1	0	1	"t1861"	"20220821"
4	0	4	"t1862"	"20220821"
28	1	16	"t1863"	"20220821"
20	0	19	"t2002"	"20220821"
36	0	36	"t2008"	"20220821"
2	0	2	"t2011"	"20220821"
47	1	46	"t2061"	"20220821"
8	0	8	"t2202"	"20220821"
52	10	36	"t2204"	"20220821"
3	0	2	"t2205"	"20220821"
36	2	32	"t2207"	"20220821"
1	0	1	"t2208"	"20220821"
6	0	6	"t2209"	"20220821"
144	1	143	"t2212"	"20220821"
3	2	1	"t2213"	"20220821"
1	1	0	"t2214"	"20220821"
61	6	48	"t2215"	"20220821"
377	6	365	"t2261"	"20220821"
136	0	133	"t2262"	"20220821"
193	1	189	"t2263"	"20220821"
10	0	10	"t2401"	"20220821"
180	0	180	"t2402"	"20220821"
340	0	338	"t2403"	"20220821"
16	0	16	"t2404"	"20220821"
2	0	2	"t2405"	"20220821"
46	1	45	"t2406"	"20220821"
10	0	10	"t2407"	"20220821"
107	1	106	"t2408"	"20220821"
44	0	44	"t2409"	"20220821"
8	1	7	"t2410"	"20220821"
7	0	7	"t2411"	"20220821"
1	0	0	"t2412"	"20220821"
46	0	45	"t2413"	"20220821"
62	1	57	"t2416"	"20220821"
263	0	260	"t2417"	"20220821"
19	0	18	"t2461"	"20220821"
78	0	77	"t2462"	"20220821"
35	0	35	"t2463"	"20220821"
186	0	185	"t2464"	"20220821"
