"vax_first"	"vax_full"	"vax_booster"	"teryt"	"date"
1	0	1	"t0201"	"20241201"
1	0	1	"t0210"	"20241201"
2	0	2	"t0211"	"20241201"
23	0	23	"t0216"	"20241201"
4	0	4	"t0261"	"20241201"
48	0	48	"t0264"	"20241201"
2	0	2	"t0265"	"20241201"
2	0	2	"t0409"	"20241201"
88	0	88	"t0461"	"20241201"
6	0	6	"t0463"	"20241201"
10	0	10	"t0663"	"20241201"
3	0	3	"t0861"	"20241201"
10	0	10	"t0862"	"20241201"
1	0	1	"t1002"	"20241201"
8	0	8	"t1008"	"20241201"
4	0	4	"t1010"	"20241201"
3	0	3	"t1012"	"20241201"
25	0	25	"t1020"	"20241201"
33	0	33	"t1061"	"20241201"
4	0	4	"t1202"	"20241201"
1	0	1	"t1212"	"20241201"
1	0	1	"t1218"	"20241201"
1	0	1	"t1219"	"20241201"
42	0	42	"t1261"	"20241201"
6	0	6	"t1262"	"20241201"
14	0	14	"t1408"	"20241201"
1	0	1	"t1413"	"20241201"
6	0	6	"t1418"	"20241201"
18	0	18	"t1421"	"20241201"
4	0	4	"t1432"	"20241201"
3	0	3	"t1435"	"20241201"
3	0	3	"t1438"	"20241201"
3	0	3	"t1464"	"20241201"
145	0	145	"t1465"	"20241201"
12	0	12	"t1661"	"20241201"
3	0	3	"t1818"	"20241201"
1	0	1	"t1862"	"20241201"
1	0	1	"t2004"	"20241201"
7	0	7	"t2061"	"20241201"
3	0	3	"t2204"	"20241201"
7	0	7	"t2215"	"20241201"
6	0	5	"t2261"	"20241201"
33	0	33	"t2262"	"20241201"
3	0	1	"t2408"	"20241201"
2	0	2	"t2409"	"20241201"
1	0	1	"t2411"	"20241201"
1	0	1	"t2416"	"20241201"
3	0	3	"t2461"	"20241201"
10	0	10	"t2464"	"20241201"
18	0	18	"t2466"	"20241201"
2	0	2	"t2468"	"20241201"
45	0	45	"t2469"	"20241201"
10	0	10	"t2472"	"20241201"
7	0	7	"t2475"	"20241201"
10	0	10	"t2477"	"20241201"
15	0	15	"t2661"	"20241201"
4	0	4	"t2861"	"20241201"
4	0	4	"t2862"	"20241201"
3	0	3	"t3002"	"20241201"
4	0	4	"t3012"	"20241201"
1	0	1	"t3015"	"20241201"
13	0	13	"t3021"	"20241201"
1	0	1	"t3024"	"20241201"
17	0	17	"t3027"	"20241201"
2	0	2	"t3030"	"20241201"
13	0	13	"t3061"	"20241201"
2	0	2	"t3062"	"20241201"
56	0	56	"t3064"	"20241201"
3	0	3	"t3205"	"20241201"
1	0	1	"t3214"	"20241201"
22	0	22	"t3262"	"20241201"
7	0	7	NA	"20241201"
